method,gesture_index,point_index,x,y,time_offset_ms,pressure,touch_major,touch_minor,vx_px_s,vy_px_s,accel_px_s2,curvature
"test2",1,4,485.00,997.58,26,0.3386,157.00,141.00,0.00,-1684.45,0.0000,0.00000000
"test2",1,5,485.00,997.00,26,0.3465,158.00,141.00,0.00,-2166.67,175418.3594,0.00710059
"test2",1,6,485.00,984.00,32,0.3465,161.00,141.00,200.00,-3200.00,65659.0547,0.00222491
"test2",1,7,486.00,968.00,37,0.3622,166.00,141.00,333.33,-3500.00,443294.0000,0.00012676
"test2",1,8,488.00,947.00,43,0.3780,175.00,141.00,594.86,-6146.88,0.0000,0.00000000
"test2",1,9,490.97,916.27,48,0.3780,175.00,141.00,594.86,-6146.88,0.0000,0.00000000
"test2",1,10,491.00,916.00,48,0.4016,187.00,141.00,1000.00,-7600.00,124543.6094,0.00082885
"test2",1,11,496.00,878.00,53,0.4409,201.00,142.00,1166.67,-7000.00,0.0000,0.00000000
"test2",1,12,503.00,836.00,59,0.4882,217.00,144.00,1166.67,-7000.00,0.0000,0.00000000
"test2",1,13,503.52,832.89,59,0.4882,217.00,144.00,1496.17,-8577.03,110193.4609,0.00120844
"test2",1,14,511.00,790.00,64,0.5197,232.00,145.00,2000.00,-8800.00,474386.2813,0.00090045
"test2",1,15,521.00,746.00,69,0.5591,245.00,147.00,1838.20,-6433.59,706877.0625,0.00000073
"test2",1,16,522.84,739.57,70,0.5591,245.00,147.00,2032.36,-7113.28,319019.6563,0.00301180
"test2",1,17,533.00,704.00,75,0.5827,255.00,148.00,3200.00,-8200.00,841635.1875,0.00000002
"test2",1,18,549.00,663.00,80,0.5984,261.00,149.00,4729.86,-12120.24,4738946.5000,0.00496648
"test2",1,19,553.73,650.88,81,0.5984,261.00,149.00,3817.54,-7469.94,2097224.0000,0.00000000
"test2",1,20,569.00,621.00,85,0.6063,265.00,149.00,0.00,0.00,0.0000,0.00000000
"test2",1,21,569.00,621.00,89,0.6063,265.00,149.00,0.00,0.00,0.0000,0.00000000
