method,gesture_index,point_index,x,y,time_offset_ms,pressure,touch_major,touch_minor,vx_px_s,vy_px_s,accel_px_s2,curvature
"test2",50,0,604.00,1202.00,0,0.1575,104.00,99.00,0.00,0.00,0.0000,0.00000000
"test2",50,1,604.00,1202.00,6,0.2598,137.00,124.00,0.00,0.00,0.0000,0.00000000
"test2",50,2,604.00,1202.00,11,0.2677,138.00,124.00,0.00,0.00,0.0000,0.00000000
"test2",50,3,604.00,1202.00,13,0.2677,138.00,124.00,0.00,0.00,0.0000,0.00000000
"test2",50,4,604.00,1202.00,16,0.2677,138.00,125.00,0.00,0.00,0.0000,0.00000000
"test2",50,5,604.00,1202.00,21,0.2677,139.00,125.00,0.00,0.00,0.0000,0.00000000
"test2",50,6,604.00,1202.00,24,0.2677,138.00,124.00,0.00,0.00,0.0000,0.00000000
"test2",50,7,604.00,1202.00,27,0.3386,158.00,138.00,0.00,0.00,113137.0859,0.00000000
"test2",50,8,604.00,1202.00,32,0.3386,159.00,138.00,-400.00,-400.00,0.0000,0.00000000
"test2",50,9,602.00,1200.00,37,0.3386,159.00,138.00,-400.00,-400.00,0.0000,0.00000000
"test2",50,10,601.98,1199.98,37,0.3386,159.00,138.00,-395.28,-1795.29,214587.1250,0.00247614
"test2",50,11,600.00,1191.00,42,0.3465,162.00,138.00,-666.67,-2833.33,0.0000,0.00000000
"test2",50,12,596.00,1174.00,48,0.3543,167.00,138.00,-666.67,-2833.33,0.0000,0.00000000
"test2",50,13,595.75,1172.93,48,0.3543,167.00,138.00,-549.62,-3585.91,216378.3906,0.00323362
"test2",50,14,593.00,1155.00,53,0.3701,175.00,139.00,-500.00,-4666.67,0.0000,0.00000000
"test2",50,15,590.00,1127.00,59,0.4016,186.00,140.00,-500.00,-4666.67,0.0000,0.00000000
"test2",50,16,589.60,1123.24,59,0.4016,186.00,140.00,-719.52,-6848.83,633465.9375,0.00272862
"test2",50,17,586.00,1089.00,64,0.4409,203.00,141.00,-400.00,-10000.00,210715.4844,0.00000006
"test2",50,18,584.00,1039.00,69,0.4882,222.00,142.00,-442.14,-11052.73,981896.3125,0.00277682
"test2",50,19,583.56,1027.95,70,0.4882,222.00,142.00,-139.47,-11986.82,259995.3125,0.00109580
"test2",50,20,583.00,980.00,74,0.5512,245.00,144.00,500.00,-11166.67,146943.4063,0.00000001
"test2",50,21,586.00,913.00,80,0.5984,269.00,144.00,460.57,-10285.89,4083921.0000,0.00886078
"test2",50,22,586.92,892.43,82,0.5984,269.00,144.00,2692.95,-18142.74,848146.1875,0.00027881
"test2",50,23,595.00,838.00,85,0.6535,293.00,145.00,2600.00,-15600.00,888237.8125,0.00000000
"test2",50,24,608.00,760.00,90,0.7165,315.00,146.00,1869.87,-11219.24,9478328.0000,0.00000000
"test2",50,25,613.61,726.34,93,0.7165,315.00,146.00,-2804.81,16828.86,0.0000,0.00000000
"test2",50,26,608.00,760.00,95,0.7165,315.00,146.00,-2804.81,16828.86,0.0000,0.00000000
"test2",49,0,615.00,1257.00,0,0.2283,123.00,121.00,0.00,0.00,0.0000,0.00000000
"test2",49,1,615.00,1257.00,10,0.2362,124.00,122.00,0.00,0.00,0.0000,0.00000000
"test2",49,2,615.00,1257.00,16,0.2362,126.00,122.00,0.00,0.00,707106.7500,0.00000000
"test2",49,3,615.00,1257.00,18,0.2362,126.00,122.00,-1000.00,-1000.00,229061.4219,0.05892558
"test2",49,4,612.00,1254.00,21,0.2441,131.00,123.00,-1166.67,-1666.67,328044.4688,0.01267942
"test2",49,5,605.00,1244.00,27,0.2677,138.00,124.00,-2022.90,-3438.93,56464.1641,0.00000006
"test2",49,6,596.91,1230.24,31,0.2677,138.00,124.00,-1908.39,-3244.26,763470.0625,0.03364081
"test2",49,7,595.00,1227.00,32,0.2913,149.00,126.00,-1800.00,-4000.00,251139.9688,0.00523971
"test2",49,8,586.00,1207.00,37,0.3228,162.00,129.00,-1812.29,-5255.64,0.0000,0.00000000
"test2",49,9,576.94,1180.72,42,0.3228,162.00,129.00,-1812.29,-5255.64,0.0000,0.00000000
"test2",49,10,576.00,1178.00,42,0.3622,178.00,132.00,-1333.33,-6166.67,339071.0000,0.00152637
"test2",49,11,568.00,1141.00,48,0.4016,195.00,135.00,-1400.00,-8200.00,0.0000,0.00000000
"test2",49,12,561.00,1100.00,53,0.4567,213.00,138.00,-1400.00,-8200.00,0.0000,0.00000000
"test2",49,13,560.92,1099.51,53,0.4567,213.00,138.00,-583.26,-9301.95,200069.0313,0.00043475
"test2",49,14,558.00,1053.00,58,0.4961,229.00,141.00,-333.33,-8333.33,0.0000,0.00000000
"test2",49,15,556.00,1003.00,64,0.5512,244.00,145.00,-333.33,-8333.33,0.0000,0.00000000
"test2",49,16,555.79,997.78,64,0.5512,244.00,145.00,41.78,-9555.30,272828.7188,0.00121081
"test2",49,17,556.00,950.00,69,0.5906,257.00,148.00,600.00,-10800.00,51216.3242,0.00000003
"test2",49,18,559.00,896.00,74,0.6220,267.00,151.00,585.82,-10544.31,1979922.3750,0.00716200
"test2",49,19,559.59,885.46,75,0.6220,267.00,151.00,1282.84,-8691.14,571983.3125,0.00132618
"test2",49,20,566.00,842.00,80,0.6535,274.00,153.00,2200.00,-11400.00,1206681.1250,0.00000002
"test2",49,21,577.00,785.00,85,0.6772,279.00,156.00,3343.26,-17324.10,7436194.0000,0.00236555
"test2",49,22,580.34,767.68,86,0.6772,279.00,156.00,2664.18,-9918.98,235713.8125,0.00022701
"test2",49,23,591.00,728.00,90,0.6929,281.00,158.00,3000.00,-10800.00,21598.3242,0.00000001
"test2",49,24,606.00,674.00,95,0.6929,281.00,159.00,3028.90,-10904.05,1678179.5000,0.00334367
"test2",49,25,612.06,652.19,97,0.6929,281.00,159.00,2985.55,-7547.97,693567.4375,0.00082757
"test2",49,26,624.00,622.00,101,0.6929,279.00,160.00,3800.00,-10200.00,544242.6250,0.00000000
"test2",49,27,643.00,571.00,106,0.6850,274.00,160.00,4750.00,-12750.00,13606065.0000,0.00000000
"test2",49,28,652.50,545.50,108,0.6850,274.00,160.00,-4750.00,12750.00,0.0000,0.00000000
"test2",49,29,643.00,571.00,110,0.6850,274.00,160.00,-4750.00,12750.00,0.0000,0.00000000
"test2",48,0,576.00,1075.00,0,0.2913,147.00,131.00,-181.82,-636.36,490831.1875,0.18245631
"test2",48,1,574.00,1068.00,11,0.2992,149.00,132.00,-800.00,-6000.00,466199.4688,0.00000011
"test2",48,2,570.00,1038.00,16,0.3150,155.00,133.00,-1108.09,-8310.55,968083.1250,0.00376069
"test2",48,3,568.89,1029.69,17,0.3150,155.00,133.00,-722.98,-7422.36,82690.1875,0.00110408
"test2",48,4,566.00,1000.00,21,0.3465,167.00,135.00,-500.00,-7666.67,4706.1938,0.00000002
"test2",48,5,563.00,954.00,27,0.3937,184.00,138.00,-498.17,-7638.49,3310597.0000,0.00789821
"test2",48,6,562.00,938.72,29,0.3937,184.00,138.00,-1.22,-14241.01,693356.6250,0.00065916
"test2",48,7,562.00,896.00,32,0.4409,205.00,141.00,400.00,-12200.00,633479.8750,0.00000000
"test2",48,8,564.00,835.00,37,0.5039,227.00,143.00,296.20,-9034.30,984956.3750,0.00539208
"test2",48,9,564.89,807.90,40,0.5039,227.00,143.00,1703.80,-11632.37,258206.8125,0.00051598
"test2",48,10,570.00,773.00,43,0.5591,247.00,146.00,1600.00,-12400.00,416760.0625,0.00000000
"test2",48,11,578.00,711.00,48,0.6063,264.00,148.00,1333.33,-10333.33,1565444.8750,0.00496102
"test2",48,12,582.00,680.00,51,0.6063,264.00,148.00,3500.00,-14500.00,2467848.5000,0.00036408
"test2",48,13,589.00,651.00,53,0.6457,277.00,150.00,2500.00,-9666.67,832059.1250,0.00000000
"test2",48,14,604.00,593.00,59,0.6772,286.00,153.00,3750.00,-14500.00,3117212.7500,0.00146349
"test2",48,15,611.50,564.00,61,0.6772,286.00,153.00,2833.33,-8333.33,585525.0625,0.00190645
"test2",48,16,620.00,539.00,64,0.7008,291.00,155.00,3800.00,-9800.00,350364.8125,0.00000000
"test2",48,17,639.00,490.00,69,0.7087,290.00,156.00,3166.67,-8166.67,196418.5000,0.00223208
"test2",48,18,648.50,465.50,72,0.7087,290.00,156.00,3750.00,-8250.00,4531142.5000,0.00000000
"test2",48,19,656.00,449.00,74,0.6929,285.00,156.00,0.00,0.00,0.0000,0.00000000
"test2",48,20,656.00,449.00,79,0.6929,285.00,156.00,0.00,0.00,0.0000,0.00000000
"test2",47,0,607.00,1204.00,0,0.2598,137.00,124.00,0.00,0.00,0.0000,0.00000000
"test2",47,1,607.00,1204.00,11,0.2677,138.00,125.00,0.00,0.00,0.0000,0.00000000
"test2",47,2,607.00,1204.00,15,0.2677,138.00,125.00,0.00,0.00,372678.0313,0.00000000
"test2",47,3,607.00,1204.00,16,0.3150,153.00,135.00,-166.67,-333.33,225604.1094,0.12158618
"test2",47,4,606.00,1202.00,22,0.3228,153.00,136.00,-679.70,-1585.97,252910.0469,0.00000074
"test2",47,5,603.28,1195.66,26,0.3228,153.00,136.00,-281.19,-656.13,1628713.0000,0.25762886
"test2",47,6,603.00,1195.00,27,0.3228,154.00,136.00,-800.00,-2200.00,109172.5469,0.00060569
"test2",47,7,599.00,1184.00,32,0.3307,156.00,136.00,-970.86,-2718.43,490703.9688,0.00000081
"test2",47,8,594.15,1170.41,37,0.3307,156.00,136.00,-145.69,-407.84,3743688.5000,1.14936686
"test2",47,9,594.00,1170.00,38,0.3386,162.00,136.00,-1200.00,-4000.00,320000.0000,0.00527244
"test2",47,10,588.00,1150.00,43,0.3622,168.00,138.00,-1200.00,-5600.00,797368.3750,0.00000010
"test2",47,11,582.00,1122.00,48,0.3858,178.00,138.00,-364.62,-1701.66,5247033.5000,0.04609862
"test2",47,12,581.64,1120.30,49,0.3858,178.00,138.00,-1327.08,-6859.67,388897.7500,0.00202108
"test2",47,13,575.00,1086.00,54,0.4173,191.00,140.00,-1200.00,-8800.00,661229.3750,0.00000000
"test2",47,14,569.00,1042.00,59,0.4488,206.00,141.00,-753.30,-5524.17,5598067.5000,0.03042707
"test2",47,15,568.25,1036.48,60,0.4488,206.00,141.00,-561.68,-11118.96,532806.1875,0.00024436
"test2",47,16,566.00,992.00,64,0.4882,222.00,143.00,-333.33,-9000.00,407607.4063,0.00000005
"test2",47,17,564.00,938.00,70,0.5276,237.00,145.00,-423.83,-11443.97,781719.6875,0.00592644
"test2",47,18,563.58,926.56,71,0.5276,237.00,145.00,355.96,-11389.01,169430.8750,0.00122681
"test2",47,19,565.00,881.00,75,0.5669,250.00,147.00,1000.00,-11600.00,502827.3438,0.00000001
"test2",47,20,570.00,823.00,80,0.6063,262.00,148.00,784.06,-9095.15,690086.4375,0.00435444
"test2",47,21,571.57,804.81,82,0.6063,262.00,148.00,1607.97,-10202.42,425936.5313,0.00078765
"test2",47,22,578.00,764.00,86,0.6299,271.00,150.00,2200.00,-11800.00,122449.7422,0.00000002
"test2",47,23,589.00,705.00,91,0.6457,277.00,151.00,2087.80,-11198.12,457652.0313,0.00346698
"test2",47,24,593.18,682.60,93,0.6457,277.00,151.00,2941.47,-10867.92,293124.5313,0.00023717
"test2",47,25,602.00,650.00,96,0.6614,279.00,153.00,2800.00,-10000.00,346153.5313,0.00000000
"test2",47,26,616.00,600.00,101,0.6693,279.00,154.00,2333.33,-8333.33,1006153.6875,0.00502913
"test2",47,27,623.00,575.00,104,0.6693,279.00,154.00,2666.67,-5333.33,1987616.0000,0.00000000
"test2",47,28,631.00,559.00,107,0.6535,274.00,153.00,0.00,0.00,0.0000,0.00000000
"test2",47,29,631.00,559.00,111,0.6535,274.00,153.00,0.00,0.00,0.0000,0.00000000
"test2",46,0,555.00,969.00,0,0.3150,154.00,132.00,-90.91,-1000.00,527337.4375,0.05550881
"test2",46,1,554.00,958.00,11,0.3228,156.00,132.00,0.00,-6800.00,235830.0781,0.00000000
"test2",46,2,554.00,924.00,16,0.3386,164.00,133.00,0.00,-5620.85,2038199.3750,0.00395645
"test2",46,3,554.00,912.76,18,0.3386,164.00,133.00,250.00,-9689.58,799892.2500,0.00178159
"test2",46,4,555.00,874.00,22,0.3701,178.00,135.00,1000.00,-12800.00,294777.4688,0.00000001
"test2",46,5,560.00,810.00,27,0.4252,200.00,136.00,1114.81,-14269.41,745644.9375,0.00354851
"test2",46,6,562.23,781.46,29,0.4252,200.00,136.00,2590.13,-14487.06,79443.4141,0.00028737
"test2",46,7,570.00,738.00,32,0.4803,225.00,138.00,2800.00,-14600.00,495535.5625,0.00000000
"test2",46,8,584.00,665.00,37,0.5433,250.00,141.00,2333.33,-12166.67,248452.1250,0.00155841
"test2",46,9,591.00,628.50,40,0.5433,250.00,141.00,3000.00,-11833.33,707717.7500,0.00065349
"test2",46,10,600.00,593.00,43,0.6142,273.00,144.00,3800.00,-13800.00,477121.0000,0.00000000
"test2",46,11,619.00,524.00,48,0.6693,292.00,147.00,3166.67,-11500.00,1657847.0000,0.00319173
"test2",46,12,628.50,489.50,51,0.6693,292.00,147.00,5750.00,-15750.00,2846172.0000,0.00038011
"test2",46,13,640.00,458.00,53,0.7165,307.00,150.00,4000.00,-10333.33,923376.1250,0.00000000
"test2",46,14,664.00,396.00,59,0.7480,316.00,152.00,6000.00,-15500.00,4042311.0000,0.00174236
"test2",46,15,676.00,365.00,61,0.7480,316.00,152.00,4000.00,-7666.67,444444.5000,0.00274928
"test2",46,16,688.00,342.00,64,0.7559,319.00,153.00,4000.00,-9000.00,707106.7500,0.00680387
"test2",46,17,700.00,315.00,67,0.7559,319.00,153.00,5500.00,-7500.00,878139.2500,0.00327993
"test2",46,18,711.00,300.00,69,0.7559,315.00,155.00,4059.52,-6495.24,140388.3281,0.00000000
"test2",46,19,727.24,274.02,73,0.7559,315.00,155.00,3761.90,-6019.04,2072085.6250,0.00385728
"test2",46,20,731.00,268.00,74,0.7480,307.00,156.00,2833.33,-4166.67,101779.0313,0.00135853
"test2",46,21,748.00,243.00,80,0.7165,294.00,156.00,2681.40,-3575.20,0.0000,0.00000000
"test2",46,22,761.41,225.12,85,0.7165,294.00,156.00,2681.40,-3575.20,0.0000,0.00000000
"test2",46,23,763.00,223.00,85,0.6693,278.00,154.00,0.00,0.00,0.0000,0.00000000
"test2",46,24,763.00,223.00,89,0.6693,278.00,154.00,0.00,0.00,0.0000,0.00000000
"test2",45,0,560.00,1173.00,0,0.2441,136.00,117.00,0.00,0.00,65555.4844,0.00000000
"test2",45,1,560.00,1173.00,11,0.3071,155.00,129.00,-400.00,-600.00,3160.8179,0.00000651
"test2",45,2,558.00,1170.00,16,0.3150,156.00,130.00,-408.75,-613.16,1328848.5000,0.82986557
"test2",45,3,557.18,1168.77,18,0.3150,156.00,130.00,-1045.62,-3193.42,210787.4531,0.01072547
"test2",45,4,553.00,1156.00,22,0.3150,158.00,131.00,-800.00,-4000.00,143368.1094,0.00000010
"test2",45,5,549.00,1136.00,27,0.3307,163.00,132.00,-659.42,-3297.08,2104989.0000,0.01156561
"test2",45,6,547.02,1126.11,30,0.3307,163.00,132.00,-1510.86,-9554.38,1424498.0000,0.00218464
"test2",45,7,544.00,1107.00,32,0.3543,172.00,135.00,-666.67,-6833.33,572148.0000,0.00000000
"test2",45,8,540.00,1066.00,38,0.3937,185.00,138.00,-1000.00,-10250.00,515388.1875,0.00480636
"test2",45,9,538.00,1045.50,40,0.3937,185.00,138.00,0.00,-10500.00,504424.8438,0.00060469
"test2",45,10,538.00,1014.00,43,0.4331,201.00,141.00,-200.00,-12000.00,400055.5625,0.00000000
"test2",45,11,537.00,954.00,48,0.4961,221.00,144.00,-166.67,-10000.00,867805.5625,0.00566431
"test2",45,12,536.50,924.00,51,0.4961,221.00,144.00,1500.00,-12000.00,600925.1875,0.00028270
"test2",45,13,541.00,888.00,54,0.5433,241.00,147.00,1600.00,-13800.00,463081.4688,0.00000000
"test2",45,14,549.00,819.00,59,0.6063,261.00,150.00,1333.33,-11500.00,458122.8438,0.00319852
"test2",45,15,553.00,784.50,62,0.6063,261.00,150.00,2666.67,-11833.33,533911.8125,0.00004358
"test2",45,16,561.00,749.00,65,0.6614,279.00,152.00,3000.00,-13400.00,686585.7500,0.00000000
"test2",45,17,576.00,682.00,70,0.6929,292.00,153.00,3750.00,-16750.00,3625239.5000,0.00282604
"test2",45,18,583.50,648.50,72,0.6929,292.00,153.00,3833.33,-9500.00,768676.9375,0.00224274
"test2",45,19,595.00,620.00,75,0.7244,300.00,155.00,4000.00,-11800.00,581559.3750,0.00084421
"test2",45,20,615.00,561.00,80,0.7402,304.00,156.00,3711.08,-8906.59,0.0000,0.00000000
"test2",45,21,633.56,516.47,85,0.7402,304.00,156.00,3711.08,-8906.59,0.0000,0.00000000
"test2",45,22,635.00,513.00,85,0.7323,303.00,156.00,3333.33,-6833.33,111249.9297,0.00176971
"test2",45,23,655.00,472.00,91,0.7244,298.00,156.00,4000.00,-6800.00,0.0000,0.00000000
"test2",45,24,675.00,438.00,96,0.6929,289.00,155.00,4000.00,-6800.00,0.0000,0.00000000
"test2",45,25,675.44,437.25,96,0.6929,289.00,155.00,-110.67,188.14,0.0000,0.00000000
"test2",45,26,675.00,438.00,100,0.6929,289.00,155.00,-110.67,188.14,0.0000,0.00000000
"test2",44,0,559.00,1140.00,0,0.2441,138.00,117.00,0.00,0.00,0.0000,0.00000000
"test2",44,1,559.00,1140.00,11,0.2520,139.00,118.00,0.00,0.00,0.0000,0.00000000
"test2",44,2,559.00,1140.00,17,0.2520,140.00,119.00,0.00,0.00,559017.0000,0.00000000
"test2",44,3,559.00,1140.00,18,0.2520,140.00,119.00,-250.00,-500.00,385073.0313,0.28621671
"test2",44,4,558.00,1138.00,22,0.2598,141.00,121.00,-600.00,-2000.00,19919.6777,0.00000000
"test2",44,5,555.00,1128.00,27,0.2756,144.00,125.00,-571.38,-1904.60,452230.8438,0.01514021
"test2",44,6,553.86,1124.19,29,0.2756,144.00,125.00,-714.31,-2797.70,202600.8438,0.00927252
"test2",44,7,551.00,1113.00,33,0.2992,150.00,129.00,-600.00,-3600.00,77786.8906,0.00000000
"test2",44,8,548.00,1095.00,38,0.3307,160.00,132.00,-663.94,-3983.64,848639.0625,0.01175942
"test2",44,9,546.67,1087.03,40,0.3307,160.00,132.00,-557.37,-5677.57,179322.0156,0.00277307
"test2",44,10,545.00,1070.00,43,0.3622,173.00,136.00,-333.33,-6166.67,514639.0938,0.00000000
"test2",44,11,543.00,1033.00,49,0.4173,190.00,141.00,-500.00,-9250.00,93169.4219,0.00094349
"test2",44,12,542.00,1014.50,51,0.4173,190.00,141.00,-333.33,-9166.67,555666.5625,0.00155484
"test2",44,13,541.00,987.00,54,0.4724,210.00,144.00,0.00,-10800.00,360000.0000,0.00000000
"test2",44,14,541.00,933.00,59,0.5354,232.00,148.00,0.00,-9000.00,993808.0625,0.00548697
"test2",44,15,541.00,906.00,62,0.5354,232.00,148.00,1333.33,-11666.67,378430.7188,0.00015097
"test2",44,16,545.00,871.00,65,0.5984,255.00,151.00,1400.00,-12800.00,429211.0938,0.00000000
"test2",44,17,552.00,807.00,70,0.6614,276.00,154.00,1166.67,-10666.67,2279978.5000,0.00544101
"test2",44,18,555.50,775.00,73,0.6614,276.00,154.00,3750.00,-17000.00,2982879.2500,0.00005923
"test2",44,19,563.00,741.00,75,0.7244,296.00,156.00,2500.00,-11166.67,471462.9688,0.00051206
"test2",44,20,578.00,674.00,81,0.7717,312.00,158.00,3504.32,-13811.16,530230.7500,0.00000003
"test2",44,21,592.02,618.76,85,0.7717,312.00,158.00,2982.73,-11755.37,1322211.1250,0.00529148
"test2",44,22,595.00,607.00,86,0.7953,323.00,159.00,4000.00,-12600.00,292254.5938,0.00065048
"test2",44,23,615.00,544.00,91,0.8268,330.00,160.00,4134.41,-11144.92,0.0000,0.00000000
"test2",44,24,635.67,488.28,96,0.8268,330.00,160.00,4134.41,-11144.92,0.0000,0.00000000
"test2",44,25,638.00,482.00,96,0.8268,332.00,160.00,4000.00,-9166.67,69610.9531,0.00006109
"test2",44,26,662.00,427.00,102,0.8110,329.00,159.00,3800.00,-8800.00,0.0000,0.00000000
"test2",44,27,681.00,383.00,107,0.7795,321.00,157.00,3800.00,-8800.00,0.0000,0.00000000
"test2",44,28,681.63,381.54,107,0.7795,321.00,157.00,-157.27,364.20,0.0000,0.00000000
"test2",44,29,681.00,383.00,111,0.7795,321.00,157.00,-157.27,364.20,0.0000,0.00000000
"test2",43,0,556.00,1219.00,0,0.2126,135.00,105.00,0.00,0.00,0.0000,0.00000000
"test2",43,1,556.00,1219.00,10,0.2756,159.00,114.00,0.00,0.00,0.0000,0.00000000
"test2",43,2,556.00,1219.00,16,0.3228,160.00,131.00,0.00,0.00,559017.0000,0.00000000
"test2",43,3,556.00,1219.00,17,0.3228,160.00,131.00,-500.00,-250.00,232923.7344,0.59628469
"test2",43,4,554.00,1218.00,21,0.3307,161.00,132.00,-666.67,-1166.67,227733.5000,0.00000138
"test2",43,5,550.00,1211.00,27,0.3307,161.00,132.00,-1344.60,-2353.03,434738.9688,0.05488733
"test2",43,6,548.66,1208.65,28,0.3307,161.00,132.00,-913.85,-2411.74,101151.1719,0.00917198
"test2",43,7,545.00,1199.00,32,0.3307,162.00,133.00,-800.00,-2800.00,194273.5313,0.00000007
"test2",43,8,541.00,1185.00,37,0.3465,166.00,134.00,-533.14,-1866.01,1065499.1250,0.03647258
"test2",43,9,539.40,1179.40,40,0.3465,166.00,134.00,-1800.19,-4800.66,388574.5625,0.01157557
"test2",43,10,534.00,1165.00,43,0.3622,172.00,136.00,-1200.00,-5800.00,232373.0313,0.00000000
"test2",43,11,528.00,1136.00,48,0.3937,182.00,138.00,-964.60,-4662.23,2614973.5000,0.02209773
"test2",43,12,525.11,1122.01,51,0.3937,182.00,138.00,-1053.10,-12506.65,2270233.2500,0.00054916
"test2",43,13,523.00,1097.00,53,0.4173,194.00,139.00,-500.00,-8000.00,667967.5000,0.00000000
"test2",43,14,520.00,1049.00,59,0.4567,208.00,141.00,-750.00,-12000.00,882901.0000,0.00165407
"test2",43,15,518.50,1025.00,61,0.4567,208.00,141.00,-166.67,-10333.33,699647.3125,0.00124821
"test2",43,16,518.00,994.00,64,0.4961,224.00,142.00,200.00,-12400.00,413387.1563,0.00000000
"test2",43,17,519.00,932.00,69,0.5354,240.00,144.00,166.67,-10333.33,711458.4375,0.00513378
"test2",43,18,519.50,901.00,72,0.5354,240.00,144.00,1833.33,-11666.67,713277.8125,0.00039800
"test2",43,19,525.00,866.00,75,0.5748,255.00,147.00,2000.00,-13800.00,464805.8125,0.00000000
"test2",43,20,535.00,797.00,80,0.6220,270.00,149.00,1666.67,-11500.00,2361111.0000,0.00593072
"test2",43,21,540.00,762.50,83,0.6220,270.00,149.00,5000.00,-17750.00,3256670.5000,0.00010299
"test2",43,22,550.00,727.00,85,0.6614,282.00,151.00,3166.67,-11500.00,507175.0000,0.00068781
"test2",43,23,569.00,658.00,91,0.6850,291.00,153.00,4525.45,-14222.84,1341710.3750,0.00000001
"test2",43,24,587.10,601.11,95,0.6850,291.00,153.00,2898.19,-9108.64,3258124.0000,0.00606832
"test2",43,25,590.00,592.00,96,0.7087,295.00,154.00,4400.00,-12000.00,2556247.2500,0.00000000
"test2",43,26,612.00,532.00,101,0.7087,296.00,154.00,0.00,0.00,0.0000,0.00000000
"test2",43,27,612.00,532.00,105,0.7087,296.00,154.00,0.00,0.00,0.0000,0.00000000
"test2",42,0,571.00,1084.00,0,0.2283,141.00,104.00,0.00,0.00,0.0000,0.00000000
"test2",42,1,571.00,1084.00,10,0.3780,168.00,145.00,0.00,0.00,353553.3750,0.00000000
"test2",42,2,571.00,1084.00,12,0.3780,168.00,145.00,-500.00,-500.00,553398.5625,0.49497476
"test2",42,3,569.00,1082.00,16,0.3780,169.00,146.00,-1200.00,-2600.00,143178.2188,0.00000000
"test2",42,4,563.00,1069.00,21,0.3858,171.00,146.00,-1500.00,-3250.00,384147.6563,0.02725581
"test2",42,5,560.00,1062.50,23,0.3858,171.00,146.00,-1000.00,-3833.33,474666.8750,0.00089353
"test2",42,6,557.00,1051.00,26,0.3937,174.00,147.00,-1400.00,-5200.00,179505.4688,0.00000000
"test2",42,7,550.00,1025.00,31,0.4173,182.00,147.00,-1166.67,-4333.33,1116652.7500,0.01967089
"test2",42,8,546.50,1012.00,34,0.4173,182.00,147.00,-833.33,-7666.67,467327.6250,0.00322209
"test2",42,9,544.00,989.00,37,0.4331,192.00,147.00,-400.00,-9000.00,300296.1563,0.00000000
"test2",42,10,542.00,944.00,42,0.4724,204.00,149.00,-333.33,-7500.00,895806.5000,0.00266973
"test2",42,11,541.00,921.50,45,0.4724,204.00,149.00,0.00,-10166.67,496033.5625,0.00128998
"test2",42,12,541.00,891.00,48,0.5118,219.00,150.00,400.00,-11600.00,386896.4375,0.00000000
"test2",42,13,543.00,833.00,53,0.5512,235.00,152.00,333.33,-9666.67,2758264.7500,0.00853371
"test2",42,14,544.00,804.00,56,0.5512,235.00,152.00,3000.00,-17500.00,3219946.2500,0.00012655
"test2",42,15,550.00,769.00,58,0.5906,251.00,153.00,1833.33,-11166.67,505770.3125,0.00089905
"test2",42,16,561.00,702.00,64,0.6378,265.00,155.00,2993.71,-13970.67,37491.9727,0.00000001
"test2",42,17,572.97,646.12,68,0.6378,265.00,155.00,3025.15,-14117.31,1015013.9375,0.00428871
"test2",42,18,576.00,632.00,69,0.6693,277.00,156.00,4000.00,-14400.00,325900.0625,0.00056235
"test2",42,19,596.00,560.00,74,0.7008,287.00,157.00,4202.69,-12783.15,778742.1250,0.00000003
"test2",42,20,617.01,496.08,79,0.7008,287.00,157.00,2986.57,-9084.23,4795346.0000,0.00133809
"test2",42,21,620.00,487.00,80,0.7244,295.00,158.00,4600.00,-13600.00,329848.4375,0.00086509
"test2",42,22,643.00,419.00,85,0.7402,300.00,159.00,5000.00,-12000.00,0.0000,0.00000000
"test2",42,23,668.00,359.00,90,0.7480,302.00,159.00,5000.00,-12000.00,0.0000,0.00000000
"test2",42,24,668.35,358.16,90,0.7480,302.00,159.00,5529.70,-10031.27,530006.1250,0.00014299
"test2",42,25,696.00,308.00,95,0.7402,300.00,159.00,4333.33,-7666.67,0.0000,0.00000000
"test2",42,26,722.00,262.00,101,0.7165,294.00,156.00,4333.33,-7666.67,0.0000,0.00000000
"test2",42,27,725.01,256.67,101,0.7165,294.00,156.00,-753.63,1333.37,0.0000,0.00000000
"test2",42,28,722.00,262.00,105,0.7165,294.00,156.00,-753.63,1333.37,0.0000,0.00000000
"test2",41,0,529.00,1117.00,0,0.2992,149.00,132.00,0.00,0.00,101980.3906,0.00000000
"test2",41,1,529.00,1117.00,10,0.3071,150.00,132.00,-200.00,-1000.00,33993.4648,0.00000000
"test2",41,2,528.00,1112.00,15,0.3071,150.00,133.00,-166.67,-833.33,2139069.5000,0.54309088
"test2",41,3,527.50,1109.50,18,0.3071,150.00,133.00,-250.00,-7250.00,1625534.1250,0.00185545
"test2",41,4,527.00,1095.00,20,0.3228,154.00,135.00,-333.33,-4000.00,402360.0000,0.00110173
"test2",41,5,525.00,1071.00,26,0.3386,162.00,137.00,-427.49,-6412.32,516548.0313,0.00000006
"test2",41,6,523.29,1045.35,30,0.3386,162.00,137.00,-290.04,-4350.71,3850344.7500,0.01819216
"test2",41,7,523.00,1041.00,31,0.3701,173.00,139.00,-200.00,-8200.00,177947.5469,0.00065719
"test2",41,8,522.00,1000.00,36,0.4173,188.00,142.00,0.00,-9066.97,1080361.3750,0.00000000
"test2",41,9,522.00,954.67,41,0.4173,188.00,142.00,0.00,-3665.16,7146043.0000,0.02977651
"test2",41,10,522.00,951.00,42,0.4567,205.00,145.00,400.00,-10800.00,178885.4375,0.00063376
