gesture_index,method,target_element,gesture_type,start_x,start_y,end_x,end_y,timestamp_ms,duration_ms,avg_pressure,max_pressure,touch_major,touch_minor,avg_size,max_speed_x,max_speed_y,max_speed,total_distance,max_acceleration,avg_curvature,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gravity_x,gravity_y,gravity_z,linear_x,linear_y,linear_z,mag_x,mag_y,mag_z,pointer_count,trajectory_points
40,"test2","",SWIPE,487.00,1010.00,562.00,494.00,1784892910007,52,0.4737,0.7244,318.00,146.00,0.0880,4395.64,21971.35,22406.73,524.50,4431017.00,0.00089744,0.1220,2.1691,10.2909,-0.378431,-0.078343,-0.001374,-0.5865,2.6121,9.4376,0.7223,-0.4332,0.8515,-18.1658,17.2142,-22.8750,1,13
39,"test2","",SWIPE,581.00,1176.00,626.00,490.00,1784892909622,84,0.5372,0.7953,336.00,152.00,0.0936,3455.49,17967.81,18297.07,697.47,6720502.00,0.00191466,-0.4965,2.5137,10.4979,-0.239765,-0.149204,-0.068570,-0.6486,2.7382,9.3978,0.0553,-0.0717,-0.3394,-17.4826,16.9336,-22.5578,1,22
38,"test2","",SWIPE,527.00,1146.00,669.00,380.00,1784892909161,100,0.5249,0.7480,313.00,155.00,0.0925,6772.63,15985.54,17361.05,856.16,15064764.00,0.02373991,0.1298,2.3127,10.6863,-0.410807,-0.138819,0.001680,-0.6093,2.6163,9.4350,0.7546,-0.2926,1.2493,-17.4704,17.5192,-23.0458,1,27
37,"test2","",SWIPE,583.00,1168.00,628.00,482.00,1784892908895,90,0.5538,0.7480,320.00,151.00,0.0954,4537.08,15559.70,16207.69,764.98,15638961.00,0.00166224,-0.2620,2.3797,10.5326,-0.278707,-0.183412,-0.052840,-0.5927,2.6623,9.4232,0.3468,-0.2711,1.1072,-18.9710,17.2508,-25.2662,1,24
36,"test2","",SWIPE,551.00,1105.00,648.00,388.00,1784892908419,79,0.6127,0.7874,324.00,156.00,0.1012,5147.99,17825.01,18553.52,757.41,12379065.00,0.01724917,0.2076,2.3456,10.4919,-0.346361,-0.160658,0.010232,-0.5774,2.7030,9.4126,0.8025,-0.3452,1.0769,-17.6656,17.2752,-22.4602,1,21
35,"test2","",SWIPE,583.00,1128.00,654.00,429.00,1784892908102,90,0.5446,0.7795,324.00,154.00,0.0944,4806.68,16161.59,16861.23,717.06,7839898.00,0.00444758,0.2118,2.1739,10.4632,-0.313679,-0.149204,-0.022449,-0.5778,2.6360,9.4315,0.8078,-0.4493,1.0292,-18.0926,17.3850,-22.9360,1,24
34,"test2","",SWIPE,492.00,1144.00,643.00,383.00,1784892907672,84,0.6012,0.8898,369.00,156.00,0.0996,7183.59,19764.42,21029.42,798.62,3963593.00,0.00491247,-0.1460,2.7212,8.7727,-0.494648,-0.126449,0.003360,-0.6665,2.7898,9.3813,0.5400,-0.0548,-0.6113,-18.3000,16.9702,-24.4610,1,23
33,"test2","",SWIPE,508.00,1241.00,569.00,650.00,1784892907361,84,0.4498,0.7795,342.00,147.00,0.0852,3376.82,19293.69,19586.97,600.61,18654388.00,0.14976054,-0.3930,2.6518,10.1133,-0.291535,-0.151800,-0.026878,-0.6753,2.7805,9.3834,0.3026,-0.1142,0.7270,-17.1532,17.0678,-23.6314,1,23
32,"test2","",SWIPE,499.00,1063.00,635.00,367.00,1784892906961,79,0.6508,0.8898,367.00,157.00,0.1050,5927.10,18903.26,19810.70,725.66,5829061.50,0.00520690,-1.1910,3.3852,7.5027,-0.541379,0.128893,0.124922,-0.6889,2.9662,9.3254,-0.4805,0.4343,-1.8259,-16.5554,16.9946,-22.8872,1,20
31,"test2","",SWIPE,571.00,1210.00,620.00,617.00,1784892906649,84,0.4317,0.6850,300.00,147.00,0.0830,3523.77,16301.78,16678.28,604.08,10857970.00,0.00503154,-0.7418,3.0706,8.4227,-0.108734,0.025656,0.095753,-0.6482,2.8926,9.3514,-0.0712,0.1939,-0.9320,-18.3000,16.2138,-23.1434,1,23
30,"test2","",SWIPE,561.00,1218.00,638.00,529.00,1784892906161,90,0.4892,0.8031,339.00,153.00,0.0890,5038.81,19832.68,20462.77,712.39,3729235.75,0.02472290,0.1496,2.3169,10.5057,-0.432034,-0.195171,-0.083994,-0.4933,2.5926,9.4483,0.6667,-0.2587,1.0540,-17.4948,17.2752,-21.2158,1,24
29,"test2","",SWIPE,584.00,1157.00,689.00,432.00,1784892905718,83,0.5687,0.8268,363.00,147.00,0.0978,5354.66,19565.37,20284.87,744.35,11401124.00,0.01487240,0.2692,2.0638,10.4441,-0.174249,0.089797,0.011912,-0.4604,2.5288,9.4673,0.7550,-0.4468,0.9732,-18.9710,17.2752,-23.7412,1,22
28,"test2","",SWIPE,570.00,1149.00,628.00,462.00,1784892905174,85,0.5598,0.8189,333.00,159.00,0.0953,4028.96,19260.36,19677.25,703.35,5898595.50,0.01822987,0.4092,2.0871,10.2209,-0.475406,-0.109192,-0.016799,-0.3640,2.5444,9.4673,0.8008,-0.4377,0.7495,-17.2386,17.5192,-21.5574,1,22
27,"test2","",SWIPE,557.00,1177.00,590.00,576.00,1784892904693,73,0.5508,0.8346,352.00,153.00,0.0952,2529.65,19808.99,19969.86,633.46,15699712.00,0.00625237,-0.3595,2.6788,8.3527,-0.305433,-0.123547,-0.022144,-0.4332,2.6561,9.4336,0.1032,0.0438,-1.0854,-18.4464,17.1166,-22.6066,1,20
26,"test2","",SWIPE,543.00,1182.00,604.00,587.00,1784892904195,90,0.4843,0.8189,347.00,153.00,0.0884,3419.56,18779.51,19088.31,607.56,3783416.00,0.15083794,0.2847,2.0542,10.1868,-0.308945,-0.120493,-0.018631,-0.3941,2.5382,9.4678,0.7106,-0.4614,0.7144,-18.3854,17.3850,-22.5212,1,24
25,"test2","",SWIPE,564.00,1105.00,612.00,719.00,1784892903770,100,0.3852,0.5669,242.00,151.00,0.0780,2543.55,10437.83,10743.28,394.60,3372595.50,0.11639738,0.2130,1.9496,10.2006,-0.462883,-0.162643,-0.180053,-0.3645,2.4573,9.4903,0.6111,-0.4838,0.7055,-17.7388,18.1536,-22.3626,1,27
24,"test2","",SWIPE,600.00,1095.00,718.00,462.00,1784892903404,100,0.5074,0.6929,284.00,157.00,0.0902,5357.58,10901.95,12147.27,659.40,5782402.00,0.03781881,0.8339,2.1057,10.5799,-0.513890,-0.368352,-0.134696,-0.2512,2.5588,9.4671,1.1208,-0.4283,1.1071,-18.8246,17.3972,-22.5944,1,27
23,"test2","",SWIPE,630.00,1113.00,675.00,548.00,1784892903198,84,0.5050,0.6850,288.00,155.00,0.0903,3339.26,13526.08,13932.18,575.83,10296796.00,0.01435072,0.7735,1.9095,9.2895,-0.361174,-0.343154,-0.218232,-0.3305,2.5704,9.4615,1.1410,-0.6353,-0.1775,-17.6290,17.8852,-23.0946,1,23
22,"test2","",SWIPE,611.00,1086.00,696.00,550.00,1784892902859,95,0.4910,0.6535,258.00,163.00,0.0885,4842.11,12293.84,13213.05,561.01,7529288.00,0.11449780,0.6431,1.6714,9.3266,-0.501520,-0.425009,-0.205403,-0.2706,2.4975,9.4829,0.9525,-0.7993,-0.1621,-18.4220,17.5924,-21.3622,1,25
21,"test2","",SWIPE,603.00,1077.00,703.00,600.00,1784892902650,90,0.5144,0.6693,269.00,161.00,0.0905,4613.89,11331.19,12234.53,498.45,1736663.50,0.00656545,1.0092,1.9196,10.8425,-0.503964,-0.392634,-0.119271,-0.2636,2.3802,9.5132,1.3126,-0.4329,1.3236,-18.8124,17.6168,-21.7770,1,24
20,"test2","",SWIPE,596.00,1079.00,685.00,499.00,1784892902159,84,0.5372,0.7165,295.00,156.00,0.0932,5523.15,15939.84,16869.61,609.59,4977765.50,0.03584648,1.0164,1.6229,9.3763,-0.531453,-0.106749,0.233656,-0.3784,2.4728,9.4857,1.4378,-0.8204,-0.1152,-18.0682,17.7022,-21.5574,1,22
19,"test2","",SWIPE,568.00,1132.00,681.00,533.00,1784892901959,78,0.6007,0.8110,336.00,155.00,0.0998,4820.68,16092.40,16798.94,626.36,3085709.75,0.02044235,0.2500,2.0818,8.7829,-0.481973,-0.209832,-0.078038,-0.4380,2.4232,9.4959,0.7323,-0.3108,-0.7187,-17.8852,18.4952,-23.0946,1,21
18,"test2","",SWIPE,562.00,958.00,690.00,362.00,1784892901615,73,0.5259,0.7874,319.00,159.00,0.0922,5925.05,17070.97,18069.99,622.37,3286115.75,0.01162246,-0.0957,2.1625,8.0154,-0.673632,-0.425162,-0.000000,-0.6720,2.5994,9.4354,0.6231,-0.4052,-1.4253,-17.6778,18.0316,-22.9604,1,19
17,"test2","",SWIPE,543.00,1004.00,641.00,559.00,1784892901431,57,0.4709,0.6614,291.00,147.00,0.0876,4998.07,15407.88,16198.26,460.89,5004622.00,0.00225731,0.4253,1.9382,8.9928,-0.554818,0.264963,0.248928,-0.7081,2.6842,9.4090,1.1818,-0.7139,-0.4215,-16.9946,17.8486,-22.0576,1,15
16,"test2","",SWIPE,603.00,1050.00,681.00,486.00,1784892901086,90,0.5223,0.6850,279.00,159.00,0.0919,4885.93,12235.72,13175.17,587.71,4534521.50,0.01815732,0.9918,2.0094,9.6479,-0.411112,-0.071013,0.269850,-0.5657,2.7431,9.4017,1.6082,-0.7005,0.2397,-17.5802,18.1048,-24.3756,1,24
15,"test2","",SWIPE,586.00,1136.00,694.00,467.00,1784892900884,89,0.6175,0.8268,324.00,165.00,0.1005,6042.22,12496.54,13880.64,699.21,7758450.00,0.51929063,0.7717,1.8766,10.4082,-0.739452,-0.105985,0.076358,-0.5260,2.6581,9.4284,1.3494,-0.7469,0.9732,-18.3122,17.7998,-23.2654,1,24
14,"test2","",SWIPE,598.00,1043.00,701.00,492.00,1784892900589,84,0.5802,0.7795,300.00,167.00,0.0969,6101.06,12789.34,14170.04,588.14,3596693.00,0.01129387,0.3882,1.7952,8.7308,-0.687834,-0.417068,-0.209985,-0.6875,2.7182,9.4008,1.1299,-0.8871,-0.6762,-17.5436,18.4586,-24.0950,1,22
13,"test2","",SWIPE,574.00,1075.00,699.00,507.00,1784892900402,73,0.5835,0.7874,331.00,153.00,0.0986,5346.46,16548.82,17391.04,590.39,6262986.50,0.01518645,-0.2160,2.4778,8.3198,-0.361938,-0.255953,0.032681,-0.6159,2.7992,9.3820,0.4551,-0.2842,-1.0694,-18.3000,17.0190,-25.0100,1,19
12,"test2","",SWIPE,538.00,993.00,664.00,479.00,1784892900118,84,0.5666,0.7323,289.00,162.00,0.0959,6523.32,10787.63,12606.61,567.60,9449824.00,0.00992488,0.4917,1.6331,9.0024,-0.544281,0.416763,0.365756,-0.6352,2.7217,9.4035,1.1844,-1.0501,-0.4081,-17.5192,17.4460,-22.4358,1,23
11,"test2","",SWIPE,539.00,1118.00,629.00,611.00,1784892899927,79,0.5606,0.7323,298.00,159.00,0.0952,4111.26,13720.79,14323.50,523.94,12527945.00,0.02426979,0.2183,1.8915,9.2297,-0.475864,-0.214566,-0.051465,-0.5187,2.7131,9.4131,0.7957,-0.7818,-0.1913,-18.0926,17.6778,-22.5212,1,21
10,"test2","",SWIPE,528.00,1014.00,634.00,475.00,1784892899569,79,0.5954,0.7638,310.00,159.00,0.0990,5440.44,14386.14,15380.49,606.91,10050172.00,0.01015791,1.0367,2.0764,10.2574,-0.708451,-0.162643,0.004123,-0.5545,2.8894,9.3584,1.6529,-0.7718,0.8902,-17.4582,16.9092,-22.8994,1,21
9,"test2","",SWIPE,594.00,1153.00,610.00,649.00,1784892899366,73,0.5654,0.7402,313.00,153.00,0.0967,2063.14,14705.82,14849.83,512.37,3059876.75,0.00357389,0.7974,1.9137,9.2662,-0.182954,0.063377,0.252440,-0.5050,2.8978,9.3586,1.3660,-0.9419,-0.1017,-18.0560,17.3240,-23.7168,1,20
8,"test2","",SWIPE,547.00,1100.00,652.00,557.00,1784892899006,95,0.4542,0.6378,258.00,158.00,0.0854,5117.28,12672.92,13667.10,570.06,2422407.00,0.58763880,0.2955,2.2343,9.2022,-0.342085,-0.241444,-0.142332,-0.4615,2.9040,9.3589,0.8234,-0.6255,-0.1668,-18.2268,17.0678,-23.5704,1,25
7,"test2","",SWIPE,474.00,1025.00,531.00,550.00,1784892898798,69,0.5433,0.7008,288.00,156.00,0.0938,2987.13,14992.22,15286.91,485.74,6101695.50,0.04856722,-0.1316,2.0399,9.2333,-0.201738,-0.020006,0.060934,-0.4904,2.6897,9.4213,0.4271,-0.6038,-0.1972,-18.1780,17.0678,-22.1430,1,18
6,"test2","",SWIPE,566.00,1111.00,621.00,596.00,1784892898443,79,0.5069,0.7008,290.00,155.00,0.0905,3190.73,15436.05,15762.37,529.40,3228902.25,0.01112116,-0.0664,2.2158,8.8152,-0.360716,-0.168599,-0.023671,-0.4374,2.7521,9.4059,0.4426,-0.4887,-0.6009,-18.2146,17.5436,-22.8140,1,21
5,"test2","",SWIPE,568.00,1145.00,623.00,684.00,1784892898229,84,0.4495,0.6614,276.00,155.00,0.0843,3644.02,11551.91,12113.03,510.16,9282430.00,0.70613027,0.5617,2.3342,9.6796,-0.299782,-0.042608,0.052993,-0.3992,2.7017,9.4222,1.0348,-0.3193,0.2471,-17.9950,17.9584,-23.1556,1,23
4,"test2","",SWIPE,554.00,1095.00,651.00,593.00,1784892897988,84,0.5145,0.6535,280.00,151.00,0.0914,3981.61,10197.35,10947.11,519.15,11224399.00,0.01031810,0.6592,2.3731,10.2090,-0.475864,-0.098807,0.003818,-0.3538,2.8665,9.3752,1.0892,-0.4443,0.8221,-18.8124,16.7628,-22.1064,1,23
3,"test2","",SWIPE,522.00,1100.00,562.00,654.00,1784892897763,95,0.3964,0.5512,234.00,151.00,0.0793,3286.02,9288.58,9852.69,488.09,5895611.50,0.06493822,0.5850,2.6160,9.8423,-0.390954,-0.165697,0.032223,-0.3673,3.0444,9.3184,1.0305,-0.3782,0.5110,-18.4586,16.4700,-21.5940,1,26
2,"test2","",SWIPE,563.00,950.00,630.00,543.00,1784892897549,84,0.4492,0.5984,252.00,153.00,0.0845,4023.06,11673.90,12347.67,425.95,1842159.00,0.07812655,-0.1406,2.1685,9.1956,-0.333074,-0.397062,-0.088728,-0.4380,3.0515,9.3130,0.3777,-0.8310,-0.1302,-17.8730,17.2996,-22.6310,1,22
1,"test2","",SWIPE,485.00,1008.00,569.00,621.00,1784892897312,89,0.4438,0.6063,265.00,149.00,0.0844,2909.82,10878.27,11260.72,399.25,4738946.50,0.00113161,0.4941,2.2624,8.8558,0.200669,-0.279776,0.099113,-0.3303,3.0825,9.3073,0.9075,-0.7674,-0.4654,-18.4830,16.7994,-22.3992,1,22
