gesture_index,method,target_element,gesture_type,start_x,start_y,end_x,end_y,timestamp_ms,duration_ms,avg_pressure,max_pressure,touch_major,touch_minor,avg_size,max_speed_x,max_speed_y,max_speed,total_distance,max_acceleration,avg_curvature,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gravity_x,gravity_y,gravity_z,linear_x,linear_y,linear_z,mag_x,mag_y,mag_z,pointer_count,trajectory_points
27,"","",SWIPE,601.00,1017.00,704.00,607.00,1784892865309,78,0.5448,0.7638,290.00,168.00,0.0928,4114.16,13064.68,13697.16,456.85,7096726.00,0.08857848,-1.1659,3.8201,8.0632,-0.350331,0.170890,0.383776,-0.9202,4.5701,8.6316,-0.2457,-0.7499,-0.5683,-17.2142,9.5648,-30.0730,1,21
26,"","",SWIPE,580.00,998.00,704.00,549.00,1784892864961,106,0.3858,0.5748,227.00,165.00,0.0773,5567.34,11449.61,12731.42,493.06,8378615.00,0.05231364,-0.7908,4.1384,7.8562,-0.314596,-0.218384,0.639881,-1.1193,4.5634,8.6115,0.3285,-0.4250,-0.7553,-14.8718,8.9060,-23.5460,1,28
25,"","",SWIPE,686.00,1160.00,654.00,673.00,1784892864695,85,0.4718,0.6299,261.00,156.00,0.0870,2685.59,13418.75,13684.86,546.48,7619244.00,0.07083742,-1.3675,5.0536,6.0185,-0.184481,0.230907,1.286788,-1.4887,4.4951,8.5915,0.1212,0.5585,-2.5729,-13.5786,8.7474,-24.1804,1,23
24,"","",SWIPE,671.00,1076.00,717.00,689.00,1784892864066,85,0.5063,0.7953,304.00,171.00,0.0873,2385.02,15394.43,15578.08,461.22,14259804.00,0.13946514,-0.5515,4.6917,8.2199,-0.041233,-0.179136,0.365603,-0.3179,4.4226,8.7508,-0.2337,0.2691,-0.5308,-16.9214,11.2972,-23.1190,1,23
23,"","",SWIPE,712.00,1139.00,724.00,807.00,1784892863811,58,0.4383,0.6299,262.00,155.00,0.0833,1239.94,15932.48,15980.66,337.51,7097394.50,0.31566116,0.5390,4.6128,8.4251,-0.195324,0.103542,0.263283,-0.5222,4.4416,8.7313,1.0612,0.1712,-0.3062,-15.2866,12.1268,-22.4114,1,15
22,"","",SWIPE,734.00,1118.00,792.00,725.00,1784892863462,68,0.4368,0.7087,271.00,169.00,0.0827,3034.42,14376.19,14692.94,462.31,15223153.00,0.01794283,-1.9741,3.3930,8.4580,-0.119730,-0.423940,0.019395,-0.3733,4.7718,8.5631,-1.6008,-1.3788,-0.1051,-16.5066,10.2968,-22.9970,1,19
21,"","",SWIPE,731.00,1158.00,711.00,823.00,1784892863187,80,0.3193,0.6142,282.00,141.00,0.0715,1035.32,12389.52,12432.70,341.51,4331129.00,0.03974161,-1.5458,4.2018,7.5290,0.039554,-0.011301,0.286649,-0.4932,4.4752,8.7158,-1.0526,-0.2734,-1.1868,-15.7258,11.3338,-23.2410,1,20
20,"","",SWIPE,683.00,1097.00,804.00,687.00,1784892862872,68,0.4628,0.8425,296.00,183.00,0.0853,4862.16,14366.45,15166.92,440.13,2405660.00,0.00376811,-0.8261,3.4487,9.6299,-0.237016,-0.082772,0.238848,-0.2731,4.4711,8.7276,-0.5531,-1.0224,0.9023,-15.7014,11.3338,-22.1552,1,18
19,"","",SWIPE,696.00,1140.00,721.00,731.00,1784892862577,95,0.3792,0.6850,263.00,168.00,0.0764,1298.76,15299.39,15354.41,425.64,5510989.00,0.50757790,-1.1013,3.3290,8.1864,-0.085216,-0.179289,0.148440,-0.4440,4.1846,8.8616,-0.6573,-0.8556,-0.6751,-16.1406,11.7242,-23.3020,1,25
18,"","",SWIPE,652.00,1027.00,751.00,714.00,1784892862213,74,0.4110,0.7323,276.00,170.00,0.0803,3933.16,12383.92,12993.51,333.85,3177995.25,0.15481123,-1.1635,3.3679,9.1143,0.041844,-0.231212,-0.077274,-0.2957,4.3399,8.7928,-0.8678,-0.9720,0.3214,-16.9702,11.3826,-22.6798,1,20
17,"","",SWIPE,675.00,1085.00,691.00,768.00,1784892861965,74,0.3697,0.6535,278.00,151.00,0.0753,601.93,12611.25,12625.61,320.23,16958030.00,0.03478867,-0.5719,3.9284,8.0094,0.101709,-0.120493,0.271530,-0.3627,4.3167,8.8018,-0.2091,-0.3882,-0.7924,-16.8360,10.9556,-22.4114,1,19
16,"","",SWIPE,659.00,1066.00,752.00,722.00,1784892861649,85,0.5563,0.8189,285.00,184.00,0.0930,3927.20,11700.48,12341.97,370.07,7208374.50,0.07738438,-0.8734,3.5432,8.6351,-0.037110,-0.225867,0.017868,-0.3858,4.5519,8.6815,-0.4876,-1.0087,-0.0464,-16.9214,10.5896,-23.6558,1,23
15,"","",SWIPE,682.00,1156.00,716.00,752.00,1784892861395,73,0.5236,0.7874,297.00,171.00,0.0909,1354.64,15079.93,15140.65,416.43,4385721.50,0.00385054,-1.3113,4.0881,9.2243,-0.409127,-0.012523,0.236252,-0.2589,4.5617,8.6810,-1.0524,-0.4735,0.5433,-16.3236,10.7970,-21.2524,1,20
14,"","",SWIPE,655.00,1091.00,684.00,788.00,1784892860945,47,0.5039,0.6378,258.00,159.00,0.0901,2162.18,16243.75,16387.02,309.01,5351951.00,0.03644186,0.3302,4.2796,7.9340,0.000611,0.157451,0.385456,-0.2955,4.6022,8.6585,0.6257,-0.3226,-0.7245,-15.6648,11.0532,-19.9714,1,12
13,"","",SWIPE,680.00,1102.00,741.00,739.00,1784892860631,74,0.4161,0.7402,290.00,164.00,0.0811,2523.27,14427.12,14646.12,376.12,8151878.50,0.03331575,0.1382,4.1174,7.9370,-0.098807,-0.246331,0.239459,-0.2213,4.4052,8.7625,0.3595,-0.2878,-0.8255,-17.2020,11.0776,-21.6550,1,20
12,"","",SWIPE,684.00,1122.00,703.00,803.00,1784892860313,74,0.4231,0.7244,285.00,165.00,0.0815,629.26,12689.03,12704.62,324.35,2697851.00,0.02106730,-1.2305,3.3577,8.1817,0.011606,0.031307,0.074984,-0.3196,4.5031,8.7095,-0.9109,-1.1454,-0.5279,-18.2024,9.4550,-25.9494,1,19
11,"","",SWIPE,689.00,1137.00,710.00,773.00,1784892860033,79,0.3945,0.6850,273.00,162.00,0.0782,1260.08,13508.48,13567.13,378.63,1450841.50,0.15535583,-0.6736,4.1061,9.1519,-0.080787,-0.195019,0.371101,-0.2707,4.4901,8.7179,-0.4029,-0.3840,0.4340,-16.2992,11.2484,-22.6310,1,21
10,"","",SWIPE,669.00,1103.00,734.00,723.00,1784892859733,85,0.4445,0.7717,284.00,174.00,0.0830,2640.25,14213.26,14456.41,396.12,9291800.00,0.07500014,-0.1298,3.9655,7.7928,-0.252746,0.158978,0.351095,-0.2092,4.5722,8.6768,0.0794,-0.6067,-0.8840,-16.8970,10.6384,-21.4842,1,22
9,"","",SWIPE,652.00,1107.00,679.00,758.00,1784892859464,79,0.3593,0.6457,286.00,145.00,0.0757,1437.86,15662.77,15728.63,442.88,18769666.00,0.03551858,-0.5809,3.5468,7.7850,-0.049327,0.036652,0.309403,-0.3042,4.5151,8.7039,-0.2766,-0.9683,-0.9188,-16.6286,10.7238,-21.3012,1,22
8,"","",SWIPE,650.00,1115.00,670.00,795.00,1784892859136,91,0.3668,0.6063,250.00,156.00,0.0763,840.78,11752.43,11782.46,327.10,8385255.00,0.76558763,-0.5420,4.0098,8.6859,-0.264046,0.358425,0.272751,-0.1516,4.6180,8.6537,-0.3904,-0.6082,0.0322,-16.5798,11.1874,-20.8132,1,24
7,"","",SWIPE,604.00,1075.00,630.00,781.00,1784892858851,95,0.3858,0.6299,254.00,158.00,0.0782,1511.01,13276.38,13362.08,339.75,25537940.00,0.11338148,-0.0191,3.7663,9.2925,-0.171959,0.372322,0.326049,-0.2079,4.3813,8.7748,0.1887,-0.6150,0.5177,-16.6408,12.7124,-23.1312,1,27
6,"","",SWIPE,628.00,1149.00,695.00,719.00,1784892858534,74,0.4898,0.7087,272.00,167.00,0.0878,3351.80,14529.70,14911.30,446.73,2950968.50,0.01187752,-0.4140,5.2600,9.5121,-0.180511,0.023671,0.534965,-0.3483,4.2911,8.8148,-0.0656,0.9689,0.6973,-16.4212,12.0902,-21.8868,1,19
5,"","",SWIPE,601.00,1153.00,574.00,866.00,1784892858116,52,0.4038,0.5276,247.00,144.00,0.0804,549.45,16678.09,16687.14,371.62,16645158.00,0.45619586,-0.6173,2.6841,8.7308,-0.616210,0.728457,1.351387,-0.5329,4.3433,8.7800,-0.0845,-1.6592,-0.0492,-16.0186,11.0898,-21.8624,1,14
4,"","",SWIPE,580.00,1059.00,646.00,732.00,1784892857810,58,0.4769,0.6378,261.00,160.00,0.0868,4371.39,15901.76,16491.66,426.02,18316754.00,0.01203088,-1.3591,4.9837,7.8987,0.317039,0.186619,0.450666,-0.4460,4.7015,8.5984,-0.9131,0.2821,-0.6997,-15.2622,13.1882,-23.2288,1,16
3,"","",SWIPE,600.00,1093.00,679.00,790.00,1784892857455,96,0.4296,0.7402,288.00,165.00,0.0814,2889.34,11317.70,11680.69,316.91,4601269.50,0.05899733,-0.7597,3.7190,8.0656,0.011912,0.132405,0.348346,-0.4227,4.2457,8.8335,-0.3370,-0.5266,-0.7679,-15.5672,13.8592,-22.7408,1,23
2,"","",SWIPE,615.00,1122.00,648.00,841.00,1784892857112,68,0.4309,0.6063,251.00,156.00,0.0826,1812.78,12145.50,12280.04,341.01,13947474.00,0.00332085,-1.5290,3.8536,7.7767,0.063225,0.378889,0.451888,-0.6470,4.6000,8.6404,-0.8820,-0.7464,-0.8638,-15.7258,12.1512,-23.0214,1,18
1,"","",SWIPE,678.00,1186.00,710.00,801.00,1784892856677,69,0.4493,0.6929,281.00,158.00,0.0842,1610.92,14766.36,14853.97,391.80,2922191.00,0.05658214,0.3057,5.0195,9.1777,-0.103084,-0.000458,-0.141873,-0.0529,4.6635,8.6305,0.3586,0.3561,0.5472,-16.4334,12.4684,-20.2276,1,15
