method,gesture_index,point_index,x,y,time_offset_ms,pressure,touch_major,touch_minor,vx_px_s,vy_px_s,accel_px_s2,curvature
"test3",49,7,625.74,487.73,472,1.0000,0.00,0.00,-205.88,-485.29,1661.2194,0.00000000
"test3",49,8,611.74,454.73,540,1.0000,0.00,0.00,-250.00,-589.29,0.0000,0.00000000
"test3",49,9,597.74,421.73,596,1.0000,0.00,0.00,-250.00,-589.29,2017.1949,0.00000000
"test3",49,10,583.74,388.73,652,1.0000,0.00,0.00,-205.88,-485.29,1832.3755,0.00000000
"test3",49,11,569.74,355.73,720,1.0000,0.00,0.00,-254.55,-600.00,415.7966,0.00000000
"test3",49,12,555.74,322.73,775,1.0000,0.00,0.00,-245.61,-578.95,1918.8196,0.00000000
"test3",49,13,541.74,289.73,832,1.0000,0.00,0.00,-202.90,-478.26,1916.5439,0.00000000
"test3",49,14,527.74,256.73,901,1.0000,0.00,0.00,-254.55,-600.00,4851.2031,0.00410572
"test3",49,15,513.74,223.73,956,1.0000,0.00,0.00,-245.61,-333.33,0.0000,0.00000000
"test3",49,16,499.74,204.73,1013,0.0000,0.00,0.00,-245.61,-333.33,0.0000,0.00000000
"test3",48,0,506.74,762.73,0,1.0000,0.00,0.00,0.00,-33.15,3189.2415,0.54848492
"test3",48,1,506.74,756.73,181,1.0000,0.00,0.00,109.09,-600.00,1985.8995,0.00000000
"test3",48,2,512.74,723.73,236,1.0000,0.00,0.00,89.55,-492.54,1467.6796,0.00000000
"test3",48,3,518.74,690.73,303,1.0000,0.00,0.00,107.14,-589.29,0.0000,0.00000000
"test3",48,4,524.74,657.73,359,1.0000,0.00,0.00,107.14,-589.29,3208.6431,0.00000000
"test3",48,5,530.74,624.73,415,1.0000,0.00,0.00,75.00,-412.50,4076.1658,0.00000000
"test3",48,6,536.74,591.73,495,1.0000,0.00,0.00,133.33,-733.33,3011.5403,0.00000000
"test3",48,7,542.74,558.73,540,1.0000,0.00,0.00,109.09,-600.00,2249.7271,0.00000000
"test3",48,8,548.74,525.73,595,1.0000,0.00,0.00,86.96,-478.26,1793.2609,0.00000000
"test3",48,9,554.74,492.73,664,1.0000,0.00,0.00,109.09,-600.00,197.9991,0.00000000
"test3",48,10,560.74,459.73,719,1.0000,0.00,0.00,107.14,-589.29,2015.0902,0.00000000
"test3",48,11,566.74,426.73,775,1.0000,0.00,0.00,86.96,-478.26,1635.4354,0.00000000
"test3",48,12,572.74,393.73,844,1.0000,0.00,0.00,107.14,-589.29,1755.9736,0.00000000
"test3",48,13,578.74,360.73,900,1.0000,0.00,0.00,89.55,-492.54,1630.2161,0.00000000
"test3",48,14,584.74,327.73,967,1.0000,0.00,0.00,109.09,-600.00,804.4559,0.00168773
"test3",48,15,590.74,294.73,1022,1.0000,0.00,0.00,70.18,-578.95,11384.4141,0.00192236
"test3",48,16,594.74,261.73,1079,1.0000,0.00,0.00,-44.78,59.70,1113.8339,0.00000000
"test3",48,17,591.74,265.73,1146,1.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",48,18,591.74,265.73,1214,0.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",47,0,447.74,757.73,0,1.0000,0.00,0.00,-73.53,0.00,8839.0137,1.63200009
"test3",47,1,442.74,757.73,68,1.0000,0.00,0.00,-109.09,-600.00,1985.8995,0.00000000
"test3",47,2,436.74,724.73,123,1.0000,0.00,0.00,-89.55,-492.54,3652.8923,0.00000000
"test3",47,3,430.74,691.73,190,1.0000,0.00,0.00,-133.33,-733.33,3253.5393,0.00000000
"test3",47,4,424.74,658.73,235,1.0000,0.00,0.00,-107.14,-589.29,2015.0902,0.00000000
"test3",47,5,418.74,625.73,291,1.0000,0.00,0.00,-86.96,-478.26,1793.2609,0.00000000
"test3",47,6,412.74,592.73,360,1.0000,0.00,0.00,-109.09,-600.00,197.9991,0.00000000
"test3",47,7,406.74,559.73,415,1.0000,0.00,0.00,-107.14,-589.29,1887.4375,0.00000000
"test3",47,8,400.74,526.73,471,1.0000,0.00,0.00,-88.24,-485.29,1714.5067,0.00000000
"test3",47,9,394.74,493.73,539,1.0000,0.00,0.00,-109.09,-600.00,573.5142,0.00000000
"test3",47,10,388.74,460.73,594,1.0000,0.00,0.00,-103.45,-568.97,1339.3309,0.00000000
"test3",47,11,382.74,427.73,652,1.0000,0.00,0.00,-89.55,-492.54,1310.8464,0.00000000
"test3",47,12,376.74,394.73,719,1.0000,0.00,0.00,-105.26,-578.95,375.3993,0.00000000
"test3",47,13,370.74,361.73,776,1.0000,0.00,0.00,-109.09,-600.00,2249.7271,0.00000000
"test3",47,14,364.74,328.73,831,1.0000,0.00,0.00,-86.96,-478.26,320.2252,0.00000000
"test3",47,15,358.74,295.73,900,1.0000,0.00,0.00,-90.91,-500.00,8661.5020,0.00693394
"test3",47,16,352.74,262.73,966,1.0000,0.00,0.00,-107.14,71.43,2299.4587,0.00000001
"test3",47,17,346.74,266.73,1022,1.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",47,18,346.74,266.73,1079,0.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",46,0,578.74,750.73,0,1.0000,0.00,0.00,-17.86,-241.07,2247.7834,0.00101081
"test3",46,1,576.74,723.73,112,1.0000,0.00,0.00,-29.85,-492.54,1142.8124,0.00000000
"test3",46,2,574.74,690.73,179,1.0000,0.00,0.00,-34.48,-568.97,536.0591,0.00000000
"test3",46,3,572.74,657.73,237,1.0000,0.00,0.00,-36.36,-600.00,1957.4519,0.00000000
"test3",46,4,570.74,624.73,292,1.0000,0.00,0.00,-29.85,-492.54,1142.8124,0.00000000
"test3",46,5,568.74,591.73,359,1.0000,0.00,0.00,-34.48,-568.97,1191.2423,0.00000000
"test3",46,6,566.74,558.73,417,1.0000,0.00,0.00,-30.30,-500.00,1355.2959,0.00000000
"test3",46,7,564.74,525.73,483,1.0000,0.00,0.00,-35.71,-589.29,1730.8196,0.00000000
"test3",46,8,562.74,492.73,539,1.0000,0.00,0.00,-29.85,-492.54,3133.9534,0.00000000
"test3",46,9,560.74,459.73,606,1.0000,0.00,0.00,-42.55,-702.13,4308.4790,0.00000000
"test3",46,10,558.74,426.73,653,1.0000,0.00,0.00,-30.30,-500.00,1355.2959,0.00000000
"test3",46,11,556.74,393.73,719,1.0000,0.00,0.00,-35.71,-589.29,0.0000,0.00000000
"test3",46,12,554.74,360.73,775,1.0000,0.00,0.00,-35.71,-589.29,1730.8196,0.00000000
"test3",46,13,552.74,327.73,831,1.0000,0.00,0.00,-29.85,-492.54,1292.0688,0.00000000
"test3",46,14,550.74,294.73,898,1.0000,0.00,0.00,-35.09,-578.95,181.7068,0.00000000
"test3",46,15,548.74,261.73,955,1.0000,0.00,0.00,-35.71,-589.29,10542.2666,0.00000000
"test3",46,16,546.74,228.73,1011,1.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",46,17,546.74,228.73,1080,0.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",45,0,423.74,787.73,0,1.0000,0.00,0.00,-44.20,-182.32,2463.7400,0.00282524
"test3",45,1,415.74,754.73,181,1.0000,0.00,0.00,-166.67,-611.11,2415.0408,0.00000000
"test3",45,2,406.74,721.73,235,1.0000,0.00,0.00,-132.35,-485.29,1585.1426,0.00000000
"test3",45,3,397.74,688.73,303,1.0000,0.00,0.00,-160.71,-589.29,191.3555,0.00000000
"test3",45,4,388.74,655.73,359,1.0000,0.00,0.00,-157.89,-578.95,1703.0490,0.00000000
"test3",45,5,379.74,622.73,416,1.0000,0.00,0.00,-132.35,-485.29,1748.4606,0.00000000
"test3",45,6,370.74,589.73,484,1.0000,0.00,0.00,-163.64,-600.00,396.7549,0.00000000
"test3",45,7,361.74,556.73,539,1.0000,0.00,0.00,-157.89,-578.95,1830.9458,0.00000000
"test3",45,8,352.74,523.73,596,1.0000,0.00,0.00,-130.43,-478.26,1828.7743,0.00000000
"test3",45,9,343.74,490.73,665,1.0000,0.00,0.00,-163.64,-600.00,0.0000,0.00000000
"test3",45,10,334.74,457.73,720,1.0000,0.00,0.00,-163.64,-600.00,2025.2280,0.00000000
"test3",45,11,325.74,424.73,775,1.0000,0.00,0.00,-134.33,-492.54,1336.8063,0.00000000
"test3",45,12,316.74,391.73,842,1.0000,0.00,0.00,-157.89,-578.95,0.0000,0.00000000
"test3",45,13,307.74,358.73,899,1.0000,0.00,0.00,-157.89,-578.95,10527.9355,0.00000000
"test3",45,14,298.74,325.73,956,1.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",45,15,298.74,325.73,1023,0.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",44,0,676.74,777.73,0,1.0000,0.00,0.00,-104.84,-266.13,2711.4207,0.00000000
"test3",44,1,663.74,744.73,124,1.0000,0.00,0.00,-228.07,-578.95,1629.3555,0.00000000
"test3",44,2,650.74,711.73,181,1.0000,0.00,0.00,-194.03,-492.54,1386.1681,0.00000000
"test3",44,3,637.74,678.73,248,1.0000,0.00,0.00,-228.07,-578.95,1629.3555,0.00000000
"test3",44,4,624.74,645.73,305,1.0000,0.00,0.00,-194.03,-492.54,1386.1681,0.00000000
"test3",44,5,611.74,612.73,372,1.0000,0.00,0.00,-228.07,-578.95,1629.3555,0.00000000
"test3",44,6,598.74,579.73,429,1.0000,0.00,0.00,-194.03,-492.54,1723.8887,0.00000000
"test3",44,7,585.74,546.73,496,1.0000,0.00,0.00,-236.36,-600.00,2241.5552,0.00000000
"test3",44,8,572.74,513.73,551,1.0000,0.00,0.00,-191.18,-485.29,3920.4683,0.00000000
"test3",44,9,559.74,480.73,619,1.0000,0.00,0.00,-288.89,-733.33,3440.4885,0.00000000
"test3",44,10,546.74,447.73,664,1.0000,0.00,0.00,-232.14,-589.29,1995.8901,0.00000000
"test3",44,11,533.74,414.73,720,1.0000,0.00,0.00,-191.18,-485.29,1643.6742,0.00000000
"test3",44,12,520.74,381.73,788,1.0000,0.00,0.00,-232.14,-589.29,198.4213,0.00000000
"test3",44,13,507.74,348.73,844,1.0000,0.00,0.00,-228.07,-578.95,2008.2052,0.00024422
"test3",44,14,494.74,315.73,901,1.0000,0.00,0.00,-191.18,-470.59,0.0000,0.00000000
"test3",44,15,481.74,283.73,969,0.0000,0.00,0.00,-191.18,-470.59,0.0000,0.00000000
"test3",43,0,259.74,808.73,0,1.0000,0.00,0.00,161.11,-105.56,2639.4055,0.00079987
"test3",43,1,288.74,789.73,180,1.0000,0.00,0.00,555.56,-370.37,2257.5522,0.00051585
"test3",43,2,318.74,769.73,234,1.0000,0.00,0.00,447.76,-313.43,1827.1434,0.00051164
"test3",43,3,348.74,748.73,301,1.0000,0.00,0.00,553.57,-375.00,209.4699,0.00000000
"test3",43,4,379.74,727.73,357,1.0000,0.00,0.00,543.86,-368.42,1864.2672,0.00000000
"test3",43,5,410.74,706.73,414,1.0000,0.00,0.00,455.88,-308.82,120.8595,0.00000000
"test3",43,6,441.74,685.73,482,1.0000,0.00,0.00,462.69,-313.43,4360.1309,0.00000000
"test3",43,7,472.74,664.73,549,1.0000,0.00,0.00,704.55,-477.27,7007.4419,0.00000000
"test3",43,8,503.74,643.73,593,1.0000,0.00,0.00,449.28,-304.35,2001.8945,0.00000000
"test3",43,9,534.74,622.73,662,1.0000,0.00,0.00,563.64,-381.82,434.3133,0.00000000
"test3",43,10,565.74,601.73,717,1.0000,0.00,0.00,543.86,-368.42,1864.2672,0.00000000
"test3",43,11,596.74,580.73,774,1.0000,0.00,0.00,455.88,-308.82,1735.1993,0.00000000
"test3",43,12,627.74,559.73,842,1.0000,0.00,0.00,553.57,-375.00,0.0000,0.00000000
"test3",43,13,658.74,538.73,898,1.0000,0.00,0.00,553.57,-375.00,5784.4023,0.00452178
"test3",43,14,689.74,517.73,954,1.0000,0.00,0.00,238.81,-298.51,6798.6719,0.00839509
"test3",43,15,705.74,497.73,1021,1.0000,0.00,0.00,-105.26,0.00,0.0000,0.00000000
"test3",43,16,699.74,497.73,1078,0.0000,0.00,0.00,-105.26,0.00,0.0000,0.00000000
"test3",42,0,486.74,822.73,0,1.0000,0.00,0.00,0.00,-56.00,3885.8352,0.50247371
"test3",42,1,486.74,815.73,125,1.0000,0.00,0.00,-196.97,-500.00,1628.4800,0.00000000
"test3",42,2,473.74,782.73,191,1.0000,0.00,0.00,-236.36,-600.00,2241.5552,0.00000000
"test3",42,3,460.74,749.73,246,1.0000,0.00,0.00,-191.18,-485.29,3920.4683,0.00000000
"test3",42,4,447.74,716.73,314,1.0000,0.00,0.00,-288.89,-733.33,3687.4128,0.00000000
"test3",42,5,434.74,683.73,359,1.0000,0.00,0.00,-228.07,-578.95,1765.9343,0.00000000
"test3",42,6,421.74,650.73,416,1.0000,0.00,0.00,-191.18,-485.29,1643.6742,0.00000000
"test3",42,7,408.74,617.73,484,1.0000,0.00,0.00,-232.14,-589.29,0.0000,0.00000000
"test3",42,8,395.74,584.73,540,1.0000,0.00,0.00,-232.14,-589.29,1856.8723,0.00000000
"test3",42,9,382.74,551.73,596,1.0000,0.00,0.00,-194.03,-492.54,1386.1681,0.00000000
"test3",42,10,369.74,518.73,663,1.0000,0.00,0.00,-228.07,-578.95,194.9402,0.00000000
"test3",42,11,356.74,485.73,720,1.0000,0.00,0.00,-232.14,-589.29,1856.8723,0.00000000
"test3",42,12,343.74,452.73,776,1.0000,0.00,0.00,-194.03,-492.54,1386.1681,0.00000000
"test3",42,13,330.74,419.73,843,1.0000,0.00,0.00,-228.07,-578.95,1629.3555,0.00000000
"test3",42,14,317.74,386.73,900,1.0000,0.00,0.00,-194.03,-492.54,1552.0129,0.00000000
"test3",42,15,304.74,353.73,967,1.0000,0.00,0.00,-232.14,-589.29,2242.2869,0.00023994
"test3",42,16,291.74,320.73,1023,1.0000,0.00,0.00,-191.18,-470.59,7288.2710,0.00188599
"test3",42,17,278.74,288.73,1091,1.0000,0.00,0.00,-35.71,0.00,0.0000,0.00000000
"test3",42,18,276.74,288.73,1147,0.0000,0.00,0.00,-35.71,0.00,0.0000,0.00000000
"test3",41,0,684.74,786.73,0,1.0000,0.00,0.00,0.00,-87.72,10181.6631,0.62181824
"test3",41,1,684.74,781.73,57,1.0000,0.00,0.00,-272.73,-600.00,2048.8967,0.00056873
"test3",41,2,669.74,748.73,112,1.0000,0.00,0.00,-238.81,-492.54,1339.9391,0.00078638
"test3",41,3,653.74,715.73,179,1.0000,0.00,0.00,-263.16,-578.95,435.3111,0.00070519
"test3",41,4,638.74,682.73,236,1.0000,0.00,0.00,-285.71,-589.29,2063.7517,0.00000000
"test3",41,5,622.74,649.73,292,1.0000,0.00,0.00,-235.29,-485.29,1699.5604,0.00000000
"test3",41,6,606.74,616.73,360,1.0000,0.00,0.00,-285.71,-589.29,0.0000,0.00000000
"test3",41,7,590.74,583.73,416,1.0000,0.00,0.00,-285.71,-589.29,2327.9133,0.00054296
"test3",41,8,574.74,550.73,472,1.0000,0.00,0.00,-217.39,-478.26,2061.0959,0.00086918
"test3",41,9,559.74,517.73,541,1.0000,0.00,0.00,-290.91,-600.00,216.4950,0.00000000
"test3",41,10,543.74,484.73,596,1.0000,0.00,0.00,-285.71,-589.29,1920.0074,0.00000000
"test3",41,11,527.74,451.73,652,1.0000,0.00,0.00,-238.81,-492.54,1604.7823,0.00000000
"test3",41,12,511.74,418.73,719,1.0000,0.00,0.00,-285.71,-589.29,205.1679,0.00000000
"test3",41,13,495.74,385.73,775,1.0000,0.00,0.00,-280.70,-578.95,1825.9772,0.00000000
"test3",41,14,479.74,352.73,832,1.0000,0.00,0.00,-235.29,-485.29,7620.6201,0.00243710
"test3",41,15,463.74,319.73,900,1.0000,0.00,0.00,-53.57,0.00,0.0000,0.00000000
"test3",41,16,460.74,319.73,956,1.0000,0.00,0.00,-53.57,0.00,0.0000,0.00000000
"test3",41,17,457.74,319.73,1012,0.0000,0.00,0.00,-53.57,0.00,0.0000,0.00000000
"test3",40,0,292.74,782.73,0,1.0000,0.00,0.00,0.00,-20.94,2758.0852,5.26654339
"test3",40,1,292.74,778.73,191,1.0000,0.00,0.00,441.18,-308.82,4047.7334,0.00000000
"test3",40,2,322.74,757.73,259,1.0000,0.00,0.00,666.67,-466.67,6116.5747,0.00000000
"test3",40,3,352.74,736.73,304,1.0000,0.00,0.00,441.18,-308.82,1689.5450,0.00072881
"test3",40,4,382.74,715.73,372,1.0000,0.00,0.00,526.32,-385.96,416.3766,0.00000000
"test3",40,5,412.74,693.73,429,1.0000,0.00,0.00,545.45,-400.00,2351.1328,0.00000000
"test3",40,6,442.74,671.73,484,1.0000,0.00,0.00,441.18,-323.53,1724.0244,0.00000000
"test3",40,7,472.74,649.73,552,1.0000,0.00,0.00,535.71,-392.86,0.0000,0.00000000
"test3",40,8,502.74,627.73,608,1.0000,0.00,0.00,535.71,-392.86,1947.6453,0.00000000
"test3",40,9,532.74,605.73,664,1.0000,0.00,0.00,447.76,-328.36,121.8735,0.00000000
"test3",40,10,562.74,583.73,731,1.0000,0.00,0.00,441.18,-323.53,4112.1182,0.00000000
"test3",40,11,592.74,561.73,799,1.0000,0.00,0.00,666.67,-488.89,6213.8672,0.00000000
"test3",40,12,622.74,539.73,844,1.0000,0.00,0.00,441.18,-323.53,1724.0244,0.00000000
"test3",40,13,652.74,517.73,912,1.0000,0.00,0.00,535.71,-392.86,0.0000,0.00000000
"test3",40,14,682.74,495.73,968,1.0000,0.00,0.00,535.71,-392.86,12290.3877,0.00070376
"test3",40,15,712.74,473.73,1024,1.0000,0.00,0.00,-29.41,0.00,0.0000,0.00000000
"test3",40,16,710.74,473.73,1092,0.0000,0.00,0.00,-29.41,0.00,0.0000,0.00000000
"test3",39,0,609.74,759.73,0,1.0000,0.00,0.00,0.00,-106.06,10795.2285,0.62857145
"test3",39,1,609.74,752.73,66,1.0000,0.00,0.00,-466.67,-644.44,7609.7573,0.00000000
"test3",39,2,588.74,723.73,111,1.0000,0.00,0.00,-265.82,-367.09,4563.5752,0.00000000
"test3",39,3,567.74,694.73,190,1.0000,0.00,0.00,-477.27,-659.09,3963.0720,0.00000000
"test3",39,4,546.74,665.73,234,1.0000,0.00,0.00,-375.00,-517.86,2151.1077,0.00000000
"test3",39,5,525.74,636.73,290,1.0000,0.00,0.00,-304.35,-420.29,2133.3347,0.00057395
"test3",39,6,504.74,607.73,359,1.0000,0.00,0.00,-381.82,-545.45,424.7611,0.00000000
"test3",39,7,483.74,577.73,414,1.0000,0.00,0.00,-368.42,-526.32,1536.9622,0.00000000
"test3",39,8,462.74,547.73,471,1.0000,0.00,0.00,-318.18,-454.55,1327.3765,0.00000000
"test3",39,9,441.74,517.73,537,1.0000,0.00,0.00,-368.42,-526.32,1823.2593,0.00000000
"test3",39,10,420.74,487.73,594,1.0000,0.00,0.00,-308.82,-441.18,1697.0310,0.00000000
"test3",39,11,399.74,457.73,662,1.0000,0.00,0.00,-375.00,-535.71,204.8630,0.00000000
"test3",39,12,378.74,427.73,718,1.0000,0.00,0.00,-368.42,-526.32,201.2689,0.00000000
"test3",39,13,357.74,397.73,775,1.0000,0.00,0.00,-375.00,-535.71,2060.6807,0.00000000
"test3",39,14,336.74,367.73,831,1.0000,0.00,0.00,-308.82,-441.18,118.2011,0.00000000
"test3",39,15,315.74,337.73,899,1.0000,0.00,0.00,-313.43,-447.76,2157.1133,0.00372765
"test3",39,16,294.74,307.73,966,1.0000,0.00,0.00,-303.57,-303.57,7666.3364,0.00000000
"test3",39,17,277.74,290.73,1022,1.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",39,18,277.74,290.73,1090,0.0000,0.00,0.00,0.00,0.00,0.0000,0.00000000
"test3",38,0,316.40,792.20,0,1.0000,0.00,0.00,0.00,-32.00,1720.9075,0.69867885
"test3",38,1,316.40,788.20,125,1.0000,0.00,0.00,89.43,-227.64,2500.6670,0.01024946
"test3",38,2,327.40,760.20,248,1.0000,0.00,0.00,268.66,-477.61,3998.5776,0.00000000
"test3",38,3,345.40,728.20,315,1.0000,0.00,0.00,400.00,-711.11,6132.5190,0.00000000
"test3",38,4,363.40,696.20,360,1.0000,0.00,0.00,264.71,-470.59,1701.4547,0.00000000
"test3",38,5,381.40,664.20,428,1.0000,0.00,0.00,321.43,-571.43,0.0000,0.00000000
"test3",38,6,399.40,632.20,484,1.0000,0.00,0.00,321.43,-571.43,3408.5498,0.00000000
"test3",38,7,417.40,600.20,540,1.0000,0.00,0.00,227.85,-405.06,4444.8511,0.00000000
"test3",38,8,435.40,568.20,619,1.0000,0.00,0.00,400.00,-711.11,3817.0376,0.00000000
"test3",38,9,453.40,536.20,664,1.0000,0.00,0.00,315.79,-561.40,1540.9680,0.00000000
"test3",38,10,471.40,504.20,721,1.0000,0.00,0.00,272.73,-484.85,247.9014,0.00000000
"test3",38,11,489.40,472.20,787,1.0000,0.00,0.00,264.71,-470.59,4058.2844,0.00000000
"test3",38,12,507.40,440.20,855,1.0000,0.00,0.00,400.00,-711.11,5953.4380,0.00000000
"test3",38,13,525.40,408.20,900,1.0000,0.00,0.00,268.66,-477.61,120.2782,0.00000000
"test3",38,14,543.40,376.20,967,1.0000,0.00,0.00,264.71,-470.59,0.0000,0.00000000
"test3",38,15,561.40,344.20,1035,1.0000,0.00,0.00,264.71,-470.59,352.5923,0.00063791
"test3",38,16,579.40,312.20,1103,1.0000,0.00,0.00,285.71,-482.14,9465.2139,0.00044281
"test3",38,17,595.40,285.20,1159,1.0000,0.00,0.00,22.22,-22.22,0.0000,0.00000000
"test3",38,18,596.40,284.20,1204,0.0000,0.00,0.00,22.22,-22.22,0.0000,0.00000000
"test3",37,0,709.40,811.20,0,1.0000,0.00,0.00,-96.77,-80.65,3499.1899,0.02039443
"test3",37,1,697.40,801.20,124,1.0000,0.00,0.00,-402.99,-388.06,1464.9197,0.00000000
"test3",37,2,670.40,775.20,191,1.0000,0.00,0.00,-473.68,-456.14,419.5225,0.00000000
"test3",37,3,643.40,749.20,248,1.0000,0.00,0.00,-490.91,-472.73,434.7779,0.00000000
"test3",37,4,616.40,723.20,303,1.0000,0.00,0.00,-473.68,-456.14,1721.9230,0.00000000
"test3",37,5,589.40,697.20,360,1.0000,0.00,0.00,-402.99,-388.06,1835.1288,0.00061339
"test3",37,6,562.40,671.20,427,1.0000,0.00,0.00,-482.14,-482.14,3388.8330,0.00034379
"test3",37,7,535.40,644.20,483,1.0000,0.00,0.00,-341.77,-354.43,4957.7046,0.00000000
"test3",37,8,508.40,616.20,562,1.0000,0.00,0.00,-613.64,-636.36,4582.2900,0.00000000
"test3",37,9,481.40,588.20,606,1.0000,0.00,0.00,-473.68,-491.23,2082.1023,0.00000000
"test3",37,10,454.40,560.20,663,1.0000,0.00,0.00,-391.30,-405.80,243.8804,0.00000000
"test3",37,11,427.40,532.20,732,1.0000,0.00,0.00,-402.99,-417.91,4529.4448,0.00000000
"test3",37,12,400.40,504.20,799,1.0000,0.00,0.00,-613.64,-636.36,6897.1094,0.00000000
"test3",37,13,373.40,476.20,843,1.0000,0.00,0.00,-402.99,-417.91,1520.1803,0.00000000
"test3",37,14,346.40,448.20,910,1.0000,0.00,0.00,-473.68,-491.23,213.7866,0.00000000
"test3",37,15,319.40,420.20,967,1.0000,0.00,0.00,-482.14,-500.00,11843.2783,0.00041186
"test3",37,16,292.40,392.20,1023,1.0000,0.00,0.00,-29.85,-14.93,0.0000,0.00000000
"test3",37,17,290.40,391.20,1090,0.0000,0.00,0.00,-29.85,-14.93,0.0000,0.00000000
"test3",36,0,478.40,796.20,0,1.0000,0.00,0.00,0.00,-65.22,4405.2119,0.00000000
"test3",36,1,478.40,793.20,46,1.0000,0.00,0.00,0.00,-267.86,4816.7256,0.03714759
"test3",36,2,478.40,778.20,102,1.0000,0.00,0.00,149.25,-492.54,1508.8495,0.00000000
"test3",36,3,488.40,745.20,169,1.0000,0.00,0.00,178.57,-589.29,192.9030,0.00000000
"test3",36,4,498.40,712.20,225,1.0000,0.00,0.00,175.44,-578.95,2857.3665,0.00000000
"test3",36,5,508.40,679.20,282,1.0000,0.00,0.00,128.21,-423.08,2088.0754,0.00000000
"test3",36,6,518.40,646.20,360,1.0000,0.00,0.00,175.44,-578.95,2830.1538,0.00000000
"test3",36,7,528.40,613.20,417,1.0000,0.00,0.00,222.22,-733.33,5759.5020,0.00000000
"test3",36,8,538.40,580.20,462,1.0000,0.00,0.00,147.06,-485.29,111.3012,0.00000000
"test3",36,9,548.40,547.20,530,1.0000,0.00,0.00,149.25,-492.54,3755.3599,0.00000000
"test3",36,10,558.40,514.20,597,1.0000,0.00,0.00,222.22,-733.33,5591.3135,0.00000000
"test3",36,11,568.40,481.20,642,1.0000,0.00,0.00,149.25,-492.54,0.0000,0.00000000
"test3",36,12,578.40,448.20,709,1.0000,0.00,0.00,149.25,-492.54,3755.3599,0.00000000
"test3",36,13,588.40,415.20,776,1.0000,0.00,0.00,222.22,-733.33,7328.5459,0.00000000
"test3",36,14,598.40,382.20,821,1.0000,0.00,0.00,126.58,-417.72,4174.4883,0.00000000
