gesture_index,method,target_element,gesture_type,start_x,start_y,end_x,end_y,timestamp_ms,duration_ms,avg_pressure,max_pressure,touch_major,touch_minor,avg_size,max_speed_x,max_speed_y,max_speed,total_distance,max_acceleration,avg_curvature,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gravity_x,gravity_y,gravity_z,linear_x,linear_y,linear_z,mag_x,mag_y,mag_z,pointer_count,trajectory_points
49,"test5","",SWIPE,358.00,885.00,705.00,144.00,1784893671897,409,0.1695,0.2441,172.00,95.00,0.0528,210.84,169.14,270.30,826.05,3180351.25,0.07773159,-0.2177,-0.0054,9.7430,-0.002902,-0.006261,-0.001680,-0.1830,0.0382,9.8082,-0.0348,-0.0436,-0.0652,89.7676,21.9600,-26.8888,1,113
48,"test5","",SWIPE,297.00,708.00,336.00,203.00,1784893670727,333,0.1470,0.2047,172.00,99.00,0.0501,5.40,373.19,373.23,515.84,1855476.63,0.01573855,-0.1836,0.0467,9.6814,-0.000153,0.000458,0.000916,-0.1780,0.0364,9.8083,-0.0057,0.0103,-0.1270,95.3064,21.0938,-29.7192,1,92
47,"test5","",SWIPE,564.00,555.00,567.50,242.00,1784893669516,280,0.1485,0.2126,156.00,92.00,0.0496,73.05,293.72,302.67,314.58,1996395.75,0.03155044,-0.1507,-0.0197,9.7675,0.001374,0.002749,-0.000000,-0.1805,0.0381,9.8083,0.0298,-0.0579,-0.0408,92.3540,22.4114,-27.9136,1,73
46,"test5","",SWIPE,434.00,739.00,529.00,489.00,1784893668097,280,0.1568,0.2441,167.00,97.00,0.0504,381.30,307.39,489.77,282.76,4070895.25,0.21156816,-0.1896,0.0090,9.8387,-0.000611,-0.000153,-0.001985,-0.1824,0.0393,9.8082,-0.0072,-0.0303,0.0305,91.1340,24.7172,-33.3182,1,77
45,"test5","",SWIPE,324.00,529.00,381.00,744.00,1784893666827,249,0.1696,0.2441,161.00,100.00,0.0523,55.97,174.59,183.35,228.60,1655000.50,0.05656092,-0.2082,0.0233,9.7005,0.003971,0.001222,-0.000916,-0.1831,0.0385,9.8082,-0.0251,-0.0151,-0.1077,94.2328,27.9624,-31.1954,1,68
44,"test5","",SWIPE,413.00,617.00,396.48,496.00,1784893665693,233,0.1127,0.1969,130.00,99.00,0.0429,83.01,214.46,229.96,131.38,768295.38,0.13873388,-0.1801,-0.0628,9.7669,-0.001374,-0.000458,0.000916,-0.1822,0.0391,9.8082,0.0022,-0.1020,-0.0413,93.4154,23.9364,-31.4638,1,58
43,"test5","",SWIPE,662.00,603.00,741.00,223.00,1784893664576,301,0.1659,0.2520,165.00,101.00,0.0519,429.72,245.72,495.01,402.81,1538418.38,0.10082757,-0.2124,0.1089,9.6341,-0.000916,-0.001833,-0.000000,-0.1851,0.0394,9.8082,-0.0272,0.0695,-0.1741,91.0120,23.3142,-24.9978,1,83
42,"test5","",SWIPE,334.00,1013.00,377.00,479.00,1784893663388,344,0.1741,0.2362,154.00,103.00,0.0530,61.00,324.26,329.95,542.91,3931659.75,0.05036340,-0.1854,0.0760,9.9673,0.013286,0.026420,0.000153,-0.1808,0.0376,9.8083,-0.0046,0.0384,0.1590,92.9396,23.9608,-33.5012,1,96
41,"test5","",SWIPE,503.00,783.00,521.00,397.00,1784893662194,296,0.1567,0.2126,160.00,99.00,0.0507,140.77,363.10,389.43,388.31,1023003.06,0.04517920,-0.1376,0.0562,9.9344,-0.002138,-0.003512,0.001833,-0.1836,0.0378,9.8082,0.0460,0.0184,0.1262,90.8290,23.3142,-30.8172,1,80
40,"test5","",SWIPE,534.00,839.00,235.00,499.00,1784893660898,296,0.1460,0.2835,198.00,93.00,0.0495,250.97,90.60,266.82,463.98,1539844.13,0.11841184,-0.1029,0.0227,9.7011,0.036957,0.081551,0.001985,-0.1663,0.0314,9.8085,0.0634,-0.0087,-0.1074,96.8802,25.3272,-34.9774,1,68
39,"test5","",SWIPE,393.00,985.00,571.00,677.00,1784893659697,291,0.1689,0.2598,179.00,101.00,0.0524,428.30,304.44,525.47,366.91,5047532.50,0.01208322,-0.1878,0.0084,9.5151,0.008552,0.016952,-0.000611,-0.1846,0.0400,9.8082,-0.0033,-0.0316,-0.2931,91.2438,26.5106,-28.9750,1,77
38,"test5","",SWIPE,700.00,631.00,726.10,615.00,1784893658371,238,0.1373,0.1890,128.00,100.00,0.0470,801.23,77.17,804.94,76.97,1400000.00,0.03472620,-0.0598,-0.0108,9.7442,-0.005192,-0.011759,0.001833,-0.1864,0.0400,9.8081,0.1266,-0.0508,-0.0640,90.6094,26.4740,-26.3154,1,65
37,"test5","",SWIPE,513.00,644.00,275.00,709.00,1784893657052,258,0.1462,0.2362,180.00,95.00,0.0493,28.00,5.46,28.53,255.09,2004676.63,0.13840665,-0.1896,-0.0006,9.8243,0.025351,0.050549,0.006720,-0.1814,0.0389,9.8082,-0.0082,-0.0395,0.0161,96.1238,27.0108,-30.4512,1,71
36,"test5","",SWIPE,269.00,842.00,574.00,487.00,1784893655811,297,0.1519,0.2677,190.00,96.00,0.0504,731.31,417.76,842.22,493.30,3129212.25,0.08100891,-0.3476,0.0712,9.7860,-0.008247,-0.018021,-0.002443,-0.1827,0.0390,9.8082,-0.1649,0.0321,-0.0222,89.0112,23.5582,-30.1706,1,65
35,"test5","",SWIPE,282.00,692.00,754.00,423.00,1784893654685,322,0.1249,0.2441,184.00,92.00,0.0461,630.20,21.96,630.59,572.63,1671619.38,0.07713566,-0.4008,0.0425,9.8853,-0.009774,-0.021533,-0.001833,-0.1848,0.0396,9.8082,-0.2160,0.0029,0.0772,90.3288,25.1076,-25.4248,1,89
34,"test5","",SWIPE,299.00,558.00,779.00,287.00,1784893653483,328,0.1530,0.2835,192.00,94.00,0.0513,1276.23,68.33,1278.06,614.76,2661280.25,0.07567608,-0.3141,0.0760,9.7956,-0.015577,-0.027947,-0.003512,-0.1829,0.0405,9.8082,-0.1311,0.0355,-0.0126,88.5842,23.6558,-27.9258,1,88
33,"test5","",SWIPE,597.00,1011.00,795.00,211.00,1784893652343,413,0.1660,0.2283,153.00,102.00,0.0519,138.89,505.93,524.65,838.94,1851131.13,0.08062470,-0.2136,-0.0054,9.7436,-0.003054,-0.005345,-0.000611,-0.1787,0.0397,9.8083,-0.0349,-0.0451,-0.0647,88.3280,22.2284,-25.7176,1,114
32,"test5","",SWIPE,571.00,729.00,665.00,518.00,1784893651141,270,0.1592,0.2441,165.00,100.00,0.0506,345.06,210.58,404.24,247.35,1536635.63,0.31076342,-0.2261,0.0514,9.5198,0.003207,0.003512,-0.001833,-0.1752,0.0399,9.8084,-0.0509,0.0115,-0.2885,89.4016,25.1198,-28.2552,1,75
31,"test5","",SWIPE,452.00,694.00,833.00,204.00,1784893649978,344,0.1615,0.2756,191.00,97.00,0.0514,651.22,505.76,824.55,650.07,3287733.00,0.08572820,-0.3284,0.0473,9.7956,0.000916,0.003054,-0.000611,-0.1786,0.0393,9.8083,-0.1499,0.0080,-0.0127,89.2430,23.4240,-26.4008,1,95
30,"test5","",SWIPE,467.00,958.00,585.00,486.00,1784893648642,333,0.1807,0.2441,170.00,101.00,0.0540,120.03,301.19,324.22,490.52,1976903.50,0.01196692,-0.1795,0.0371,9.7250,-0.002443,-0.003665,0.000916,-0.1782,0.0398,9.8083,-0.0013,-0.0028,-0.0833,90.0238,23.8388,-29.9754,1,89
29,"test5","",SWIPE,633.00,828.00,366.00,483.00,1784893647311,286,0.1668,0.2362,180.00,93.00,0.0524,390.44,313.39,500.66,446.83,1217211.75,0.34094155,-0.1370,-0.0054,9.7681,0.009927,0.021228,0.007483,-0.1724,0.0388,9.8084,0.0354,-0.0442,-0.0403,95.1966,24.4366,-30.2804,1,75
28,"test5","",SWIPE,484.00,963.00,250.00,591.00,1784893646060,312,0.1603,0.2441,174.00,97.00,0.0514,372.27,242.78,444.44,449.89,1953372.88,0.05766055,-0.0855,-0.0197,9.9535,0.042761,0.089492,0.006567,-0.1631,0.0354,9.8086,0.0775,-0.0551,0.1450,96.2702,25.5834,-32.7448,1,85
27,"test5","",SWIPE,621.00,932.00,351.00,253.00,1784893644784,386,0.1776,0.2441,162.00,100.00,0.0535,132.20,426.61,446.62,737.96,2765559.00,0.01936397,-0.1328,0.0090,9.8489,0.008399,0.017410,0.004429,-0.1714,0.0392,9.8084,0.0386,-0.0302,0.0404,95.5382,21.4598,-29.6826,1,107
26,"test5","",SWIPE,293.00,698.00,722.00,226.00,1784893643413,345,0.1546,0.2835,196.00,96.00,0.0504,1169.98,99.21,1174.18,681.52,2604331.75,0.18043768,-0.0867,0.0227,9.3781,0.004581,0.010690,-0.002138,-0.1741,0.0411,9.8084,0.0873,-0.0183,-0.4303,88.7672,21.8746,-28.1332,1,84
25,"test5","",SWIPE,348.00,749.00,503.00,717.00,1784893642232,259,0.1831,0.2756,178.00,102.00,0.0543,156.68,78.17,175.10,200.96,918653.88,0.12428369,-0.1986,-0.0102,9.6724,-0.002596,-0.003665,-0.007330,-0.1762,0.0452,9.8083,-0.0224,-0.0553,-0.1359,91.4146,26.0104,-28.7066,1,72
24,"test5","",SWIPE,361.00,821.00,282.00,779.00,1784893641107,243,0.0935,0.1811,147.00,91.00,0.0408,1021.44,0.04,1021.44,164.68,2027071.25,0.17011920,-0.2429,0.0520,9.9200,-0.000305,-0.003207,-0.007025,-0.1669,0.0427,9.8085,-0.0760,0.0093,0.1116,95.5260,26.1324,-27.7672,1,67
23,"test5","",SWIPE,736.00,669.00,508.00,683.00,1784893639881,249,0.1764,0.2598,190.00,102.00,0.0542,115.81,41.83,123.13,229.54,1930834.38,0.05967296,-0.1382,0.0754,9.9775,-0.015272,-0.042302,0.010232,-0.1777,0.0462,9.8083,0.0395,0.0292,0.1692,93.6960,26.3154,-27.2548,1,66
22,"test5","",SWIPE,619.00,699.00,551.00,721.00,1784893638700,232,0.1556,0.2283,152.00,104.00,0.0500,923.07,0.05,923.07,135.78,804717.00,0.01315342,-0.1609,0.0467,9.8112,-0.005040,-0.013286,0.000153,-0.1779,0.0467,9.8083,0.0170,-0.0001,0.0029,91.8904,26.5716,-26.9254,1,63
21,"test5","",SWIPE,353.00,779.00,430.00,362.00,1784893637372,311,0.1464,0.2205,160.00,99.00,0.0488,173.95,411.76,447.00,430.90,3055010.00,0.01911728,-0.1896,-0.0102,9.7107,0.001222,0.006109,0.000305,-0.1682,0.0428,9.8085,-0.0215,-0.0530,-0.0978,92.6224,23.1678,-34.1478,1,86
20,"test5","",SWIPE,447.00,706.00,396.00,502.00,1784893636139,237,0.1284,0.2205,156.00,99.00,0.0463,123.00,199.40,234.28,214.47,2098700.00,0.16745640,-0.1077,0.0562,9.6784,0.004429,0.005345,0.003360,-0.1700,0.0443,9.8084,0.0623,0.0119,-0.1301,92.9762,24.1926,-32.2446,1,65
19,"test5","",SWIPE,440.00,557.00,380.50,266.50,1784893634992,270,0.1612,0.2441,168.00,98.00,0.0518,16.75,263.53,264.06,301.06,2088823.25,0.05533559,-0.1478,0.0281,9.9541,0.011606,0.023976,0.003665,-0.1596,0.0388,9.8086,0.0119,-0.0107,0.1455,93.2690,21.1670,-31.5492,1,74
18,"test5","",SWIPE,327.00,747.00,692.00,769.00,1784893633664,297,0.1454,0.2283,194.00,95.00,0.0511,956.14,172.84,971.64,397.22,2067739.63,0.05488399,-0.4002,0.0712,9.6718,-0.016341,-0.030238,-0.001985,-0.1764,0.0488,9.8083,-0.2238,0.0223,-0.1365,91.8660,28.0478,-22.8628,1,78
17,"test5","",SWIPE,656.00,715.00,680.00,261.00,1784893632297,334,0.1582,0.2362,159.00,102.00,0.0504,5.23,391.94,391.97,462.01,1457041.50,0.11185605,-0.1555,0.0802,9.6066,-0.001222,-0.001527,0.000611,-0.1679,0.0450,9.8085,0.0123,0.0351,-0.2019,90.1580,22.9116,-28.6456,1,90
16,"test5","",SWIPE,573.00,649.00,656.00,239.00,1784893630967,286,0.1696,0.2283,162.00,99.00,0.0526,49.97,369.22,372.59,419.79,1299196.25,0.00841603,-0.1549,-0.0347,9.5115,0.000916,0.000000,0.001374,-0.1648,0.0419,9.8085,0.0099,-0.0766,-0.2971,90.5118,22.1918,-27.3890,1,74
15,"test5","",SWIPE,281.00,722.00,608.00,635.00,1784893629758,286,0.1427,0.2362,177.00,99.00,0.0490,790.60,113.32,798.68,371.57,1091861.25,0.38701347,-0.1681,-0.0963,9.2638,-0.000153,0.003360,-0.003054,-0.1627,0.0423,9.8086,-0.0054,-0.1386,-0.5447,90.4386,25.5468,-28.3040,1,79
14,"test5","",SWIPE,558.00,729.00,355.00,268.00,1784893628582,318,0.1723,0.2205,162.00,101.00,0.0529,459.24,329.43,565.18,517.49,1686626.38,0.04606153,-0.1376,0.0802,9.8877,0.000764,-0.002596,0.002902,-0.1539,0.0409,9.8087,0.0163,0.0393,0.0790,93.8424,21.0450,-31.5248,1,87
13,"test5","",SWIPE,494.00,781.00,393.00,729.00,1784893627355,238,0.1283,0.2047,153.00,99.00,0.0456,778.34,13.14,778.45,178.73,2398991.75,0.40677139,-0.2022,0.0520,10.2060,0.020311,0.050855,0.006720,-0.1565,0.0415,9.8087,-0.0457,0.0106,0.3973,93.5984,26.2910,-28.2674,1,64
12,"test5","",SWIPE,632.00,639.00,698.00,632.00,1784893626190,243,0.1317,0.2047,172.00,80.00,0.0477,791.67,13.80,791.79,119.28,1128082.13,0.04834671,0.1220,-0.0060,9.6796,-0.009621,-0.024435,-0.001680,-0.1675,0.0458,9.8085,0.2896,-0.0517,-0.1289,91.5000,26.9620,-26.2056,1,67
11,"test5","",SWIPE,635.00,708.00,498.00,510.00,1784893624854,243,0.1519,0.2362,168.00,93.00,0.0499,194.54,359.52,408.78,255.31,1013793.75,0.11266550,-0.1376,0.0849,9.8357,0.005192,0.006567,0.002902,-0.1578,0.0446,9.8086,0.0202,0.0403,0.0271,91.1828,24.6928,-32.1958,1,66
10,"test5","",SWIPE,265.00,554.00,515.00,431.00,1784893623485,259,0.1182,0.2283,178.00,90.00,0.0453,589.78,196.87,621.77,315.96,1331889.75,0.26578137,-0.2130,0.0281,9.6257,0.001069,0.003360,-0.005956,-0.1573,0.0447,9.8086,-0.0556,-0.0166,-0.1829,91.2194,23.7656,-31.1466,1,68
9,"test5","",SWIPE,479.00,821.00,444.00,535.00,1784893622199,270,0.1616,0.2362,158.00,102.00,0.0512,46.40,265.51,269.53,290.32,1252251.38,0.03501118,-0.1232,0.0275,9.8309,0.001374,0.005040,0.002749,-0.1551,0.0446,9.8087,0.0319,-0.0171,0.0222,93.5862,25.4980,-32.0372,1,75
8,"test5","",SWIPE,659.00,787.00,280.00,634.00,1784893620876,291,0.1480,0.2441,183.00,94.00,0.0499,1254.96,167.18,1266.05,442.99,3629695.25,0.04565101,-0.1184,-0.0102,9.7406,0.005651,0.007636,0.012828,-0.1424,0.0402,9.8089,0.0240,-0.0504,-0.0683,95.1112,27.0718,-34.2454,1,80
7,"test5","",SWIPE,601.00,780.00,520.00,228.00,1784893619568,349,0.1555,0.2362,158.00,99.00,0.0502,4.56,324.79,324.82,562.65,2683078.75,0.03075700,-0.1753,0.0090,9.6736,0.008705,0.017410,-0.001680,-0.1470,0.0445,9.8088,-0.0282,-0.0356,-0.1352,91.1706,21.5574,-31.6346,1,96
6,"test5","",SWIPE,431.00,827.00,460.00,221.00,1784893618415,366,0.1560,0.2205,158.00,97.00,0.0506,22.14,413.53,414.12,620.19,3602231.25,0.05845029,-0.1609,0.0084,9.6640,0.005651,0.012981,0.000916,-0.1421,0.0463,9.8089,-0.0188,-0.0380,-0.1448,91.6464,21.4232,-32.4276,1,101
5,"test5","",SWIPE,301.00,627.00,622.00,564.00,1784893617069,296,0.1481,0.2913,199.00,99.00,0.0508,682.25,84.06,687.41,354.76,1644118.38,0.23773068,-0.1836,0.0706,9.5402,0.003207,0.006567,-0.003360,-0.1436,0.0522,9.8088,-0.0401,0.0184,-0.2686,90.9022,25.7176,-28.1088,1,74
4,"test5","",SWIPE,498.00,1011.00,650.00,263.00,1784893615963,414,0.1727,0.2441,163.00,97.00,0.0530,172.81,339.06,380.56,770.36,2384999.00,0.01279974,-0.1926,0.0754,9.3739,0.000764,-0.000916,-0.000458,-0.1324,0.0504,9.8090,-0.0602,0.0250,-0.4351,90.8412,22.5456,-26.5716,1,114
3,"test5","",SWIPE,713.00,865.00,718.50,425.00,1784893614876,318,0.1556,0.2205,164.00,96.00,0.0507,125.15,140.04,187.81,442.73,2122768.50,0.05124702,-0.1663,0.0138,9.8303,-0.010996,-0.029322,-0.002138,-0.1273,0.0526,9.8090,-0.0390,-0.0388,0.0213,90.3410,24.6318,-28.0722,1,87
2,"test5","",SWIPE,388.00,1002.00,821.00,694.00,1784893613807,318,0.1760,0.2835,202.00,97.00,0.0543,1208.70,335.60,1254.42,574.15,4044218.75,0.15376113,-0.3918,0.0096,9.8339,-0.010385,-0.042761,-0.019548,-0.1284,0.0579,9.8090,-0.2634,-0.0483,0.0249,89.8652,26.8888,-24.2170,1,88
1,"test5","",SWIPE,278.00,561.00,618.00,285.00,1784893612596,280,0.1179,0.2520,191.00,86.00,0.0451,552.16,67.38,556.26,454.41,4739647.50,0.10995922,-0.2142,-0.0150,9.7543,-0.000916,-0.000611,-0.005803,-0.1060,0.0538,9.8093,-0.1082,-0.0688,-0.0549,90.2678,23.7046,-30.5366,1,66
