gesture_index,gesture_type,test_site,phone_status,test_method,predicted_tool,confidence,confidence_level,top_score,second_score,evidence,score_detail,start_x,start_y,end_x,end_y,duration_ms,avg_pressure,max_pressure,pressure_fluctuation_coeff,contact_area_mean,speed_mean_positive_px_s,speed_fluctuation_coeff,path_redundancy_rate,summary_avg_curvature,linear_accel_magnitude,gyro_magnitude,click_group_count,click_bbox_w,click_bbox_h,click_unique_xy_ratio_pct,click_dominant_xy_ratio_pct,click_space_pattern
15,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.05842610717821272,0.0005282754963085076,,,,,,
14,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.05875176593090628,0.0019376483169037666,,,,,,
13,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.05460384601838958,0.0009415333238924685,,,,,,
12,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.044723707359743785,0.0013914815844990548,,,,,,
11,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.05863104979445618,0.0020144939811277667,,,,,,
10,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.059224741451525134,0.00034122426642898656,,,,,,
9,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.06257299737107053,0.0015653437322198597,,,,,,
8,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.059315596599882565,0.0014730936833752292,,,,,,
7,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.05429751375523561,0.0015114913165479979,,,,,,
6,SWIPE,,,,自动化脚本-屏幕录制,0.99,高,7.0,2.5,接触面积接近 0 且平均压力接近 1，符合注入/非真实接触类基础特征；逐点压力波动接近 0，且压力恒定为 1；路径冗余率落在录制轨迹常见区间，且无真实接触,"{""HID"": 2.5, ""自动化脚本-代码开发"": 2.5, ""自动化脚本-屏幕录制"": 7.0, ""自动滑屏点赞器"": 2.5}",325.0,1131.0,418.0,637.0,156.0,1.0,1.0,0.0,0.0,3302.513417986528,0.0019724486764675594,0.023069522601184778,0.00032747,0.056560233379999415,0.0011116591204141672,,,,,,
